Location,City,Bedrooms,Bathrooms,Parking,Price
Parklands, Nairobi,3,3,,KSh 120 000
,,2,2,"Erf Size:

                            0.5
                        
                        ha",KSh 62 000
 Lavington, Nairobi,4,4,2,KSh 285 000
Kileleshwa, Nairobi,2,2,2,KSh 85 000
 Lavington, Nairobi,3,3,,KSh 110 000
 Lavington, Nairobi,4,4,2,KSh 285 000
Westlands, Nairobi,2,2,,KSh 150 000
Westlands, Nairobi,3,3,,KSh 90 000
 Spring Valley, Nairobi,5,5,2,KSh 350 000
Kileleshwa, Nairobi,1,1,,KSh 46 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Karen, Nairobi,3,2,"Erf Size:

                            0.25
                        
                        m²",KSh 45 000
Ngong Rd, Nairobi,1,1,,KSh 25 000
Runda, Nairobi,6,6,2,KSh 350 000
 Lavington, Nairobi,3,3,2,KSh 85 000
 Kileleshwa, Nairobi,3,3,2,KSh 80 000
 Kileleshwa, Nairobi,3,3,2,KSh 75 000
 Kilimani, Nairobi,3,3,2,KSh 70 000
,,5,5,4,KSh 370 000
,,4,4,4,KSh 390 000
,,5,5,4,KSh 320 000
 Runda, Nairobi,2,2,,KSh 75 000
,,3,2,2,KSh 130 000
,,3,4,2,KSh 175 000
 Kyuna, Nairobi,4,4,2,KSh 245 000
 Lavington, Nairobi,3,3,2,KSh 120 000
 Kyuna, Nairobi,4,4,2,KSh 245 000
,,5,5,"Floor Size:

                            350
                        
                        m²",KSh 550 000
 Lavington, Nairobi,5,5,"Floor Size:

                            350
                        
                        m²",KSh 330 000
,,4,4,"Floor Size:

                            350
                        
                        m²",KSh 350 000
,,4,4,3,KSh 300 000
Peponi, Nairobi,5,4,2,KSh 300 000
Kiambu Road, Nairobi,4,4,2,KSh 200 000
Lavington, Nairobi,5,6,4,KSh 320 000
 Karen, Nairobi,4,4,,KSh 150 000
Lavington, Nairobi,4,4,,KSh 180 000
,,3,3,,KSh 120 000
 Spring Valley, Nairobi,4,4,4,KSh 400 000
 Lavington, Nairobi,4,3,,KSh 150 000
Lower Kabete, Nairobi,5,5,2,KSh 400 000
Kahawa sukari, Nairobi,3,2,,KSh 45 000
,,3,3,,KSh 120 000
Lavington, Nairobi,5,5,2,KSh 200 000
Runda, Nairobi,4,4,2,KSh 4 000
Kitisuru, Nairobi,4,4,2,KSh 350 000
,,3,,,KSh 230 000
 Parklands, Nairobi,4,4,2,KSh 230 000
 Kyuna, Nairobi,4,4,2,KSh 250 000
 Kerarapon, Nairobi,3,3,1,KSh 75 000
Hurlingham, Nairobi,3,4,2,KSh 80 000
 Spring Valley, Nairobi,6,6,10,KSh 400 000
,,1,1,1,KSh 50 000
 Westlands, Nairobi,4,4,2,KSh 130 000
Lavington, Nairobi,4,4,1,KSh 200 000
,,4,4,,KSh 320 000
,,3,3,,KSh 230 000
,,3,3,,KSh 230 000
,,4,4,,KSh 320 000
,,3,,,KSh 230 000
,,1,1,,KSh 64 000
,,3,3,,KSh 230 000
,,4,4,,KSh 320 000
,,4,4,,KSh 320 000
,,3,3,,KSh 230 000
 Kilimani, Nairobi,4,5,2,KSh 200 000
 Kileleshwa, Nairobi,4,3,2,KSh 110 000
 Kileleshwa, Nairobi,2,2,2,KSh 140 000
,,3,3,,KSh 230 000
 Lavington, Nairobi,4,4,2,KSh 160 000
Kiambu Road, Nairobi,4,4,2,KSh 150 000
Runda, Nairobi,4,4,2,KSh 370 000
Kilimani, Nairobi,2,1,1,KSh 65 000
 Runda, Nairobi,4,4,,KSh 300 000
 Lavington, Nairobi,5,5,2,KSh 150 000
 Lavington, Nairobi,5,5,5,KSh 220 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Lavington, Nairobi,5,5,2,KSh 160 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Lavington, Nairobi,5,5,2,KSh 220 000
 Lavington, Nairobi,5,5,2,KSh 200 000
 Lavington, Nairobi,5,5,2,KSh 220 000
 Lavington, Nairobi,5,5,2,KSh 220 000
Kiambu Road, Nairobi,4,3,2,KSh 150 000
Karen, Nairobi,5,6,"Erf Size:

                            0.5
                        
                        acres",KSh 250 000
,,5,5,,KSh 350 000
Kileleshwa, Nairobi,2,3,2,KSh 100 000
Riverside, Nairobi,2,2,2,KSh 200 000
 Lavington, Nairobi,2,2,2,KSh 140 000
,,5,4,"Erf Size:

                            1
                        
                        acres",KSh 420 000
Kileleshwa, Nairobi,5,6,,KSh 400 000
Lavington, Nairobi,2,2,,KSh 160 000
 Kileleshwa, Nairobi,6,7,2,KSh 300 000
Karen, Nairobi,3,3,,KSh 160 000
 Kilimani, Nairobi,2,2,2,KSh 80 000
 Kilimani, Nairobi,2,2,2,KSh 80 000
Westlands, Nairobi,4,4,3,KSh 180 000
 Kitisuru, Nairobi,4,3,3,KSh 180 000
Kitisuru, Nairobi,5,4,2,KSh 300 000
 Valley Arcade, Nairobi,5,3,2,KSh 165 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Gigiri, Nairobi,5,5,2,KSh 350 000
 Gigiri, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,4,4,2,KSh 250 000
 Lavington, Nairobi,5,5,5,KSh 180 000
 Lavington, Nairobi,4,4,2,KSh 170 000
 Westlands, Nairobi,3,3,2,KSh 150 000
 Kyuna, Nairobi,2,2,,KSh 65 000
 Westlands, Nairobi,2,3,2,KSh 110 000
 Kiambu Road, Nairobi,4,5,2,KSh 330 000
Karen, Nairobi,3,3,"Erf Size:

                            0.5
                        
                        acres",KSh 200 000
Kilimani, Nairobi,2,2,,KSh 80 000
 Lavington, Nairobi,5,6,2,KSh 230 000
 Upper Hill, Nairobi,"Floor Size:

                            8,831
                        
                        m²","8,831","Erf Size:

                            10
                        
                        m²",KSh 27 726
 Runda, Nairobi,4,2,2,KSh 350 000
 Gigiri, Nairobi,4,4,2,KSh 220 000
Lavington, Nairobi,5,4,,KSh 280 000
Kilimani, Nairobi,1,1,,KSh 50 000
Muthaiga, Nairobi,2,2,,KSh 260 000
Runda, Nairobi,5,5,2,KSh 400 000
Muthaiga, Nairobi,2,2,,KSh 260 000
Runda, Nairobi,5,5,2,KSh 400 000
 Kilimani, Nairobi,3,3,,KSh 90 000
,,2,2,1,KSh 75 000
 Pangani, Nairobi,3,2,,KSh 50 000
Kyuna, Nairobi,3,,,KSh 350 000
Runda, Nairobi,5,5,,KSh 300 000
 Westlands, Nairobi,3,3,2,KSh 95 000
 Westlands, Nairobi,,,,KSh 97 500
 Westlands, Nairobi,,,,KSh 283 790
Ridgeways, Nairobi,4,4,,KSh 200 000
 Runda, Nairobi,4,4,2,KSh 270 000
 Runda, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,5,5,2,KSh 300 000
 Lavington, Nairobi,5,5,2,KSh 300 000
 Lavington, Nairobi,5,5,2,KSh 250 000
Muthaiga, Nairobi,2,2,,KSh 260 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Kileleshwa, Nairobi,3,3,2,KSh 150 000
Runda, Nairobi,4,4,,KSh 280 000
,,4,4,2,KSh 270 000
 Kileleshwa, Nairobi,2,3,2,KSh 140 000
Ridgeways, Nairobi,3,2,,KSh 65 000
Kileleshwa, Nairobi,4,5,4,KSh 330 000
 Kilimani, Nairobi,3,3,2,KSh 90 000
 Westlands, Nairobi,4,4,2,KSh 150 000
Gigiri, Nairobi,4,4,3,KSh 300 000
 Lavington, Nairobi,5,5,5,KSh 200 000
 Westlands, Nairobi,3,3,2,KSh 100 000
 Westlands, Nairobi,5,5,2,KSh 200 000
Kilimani, Nairobi,2,2,,KSh 80 000
,,4,4,,KSh 250 000
,,3,3,2,KSh 150 000
,,2,1,2,KSh 55 000
 Westlands, Nairobi,3,3,2,KSh 230 000
 Hurlingham, Nairobi,2,2,1,KSh 150 000
,,2,2,,KSh 89 000
 Lavington, Nairobi,5,5,5,KSh 350 000
 Westlands, Nairobi,4,4,2,KSh 100 000
,,4,4,,KSh 450 000
,,3,3,,KSh 350 000
,,3,3,,KSh 350 000
,,3,3,,KSh 330 000
,,3,3,,KSh 330 000
,,2,2,,KSh 200 000
,,3,3,,KSh 330 000
,,3,3,,KSh 330 000
,,2,2,,KSh 200 000
,,4,4,,KSh 350 000
,,3,3,,KSh 250 000
Lower Kabete, Nairobi,4,4,2,KSh 250 000
Riverside, Nairobi,3,3,2,KSh 350 000
Kilimani, Nairobi,3,4,2,KSh 80 000
 Kiambu Road, Nairobi,4,3,,KSh 160 000
 Lavington, Nairobi,5,5,2,KSh 320 000
 Westlands, Nairobi,2,3,2,KSh 120 000
Runda, Nairobi,4,5,2,KSh 400 000
 Westlands, Nairobi,5,4,,KSh 165 000
 Westlands, Nairobi,4,4,2,KSh 140 000
 Westlands, Nairobi,4,3,2,KSh 75 000
 Kiambu Road, Nairobi,4,3,,KSh 160 000
 Westlands, Nairobi,2,3,2,KSh 120 000
Kileleshwa, Nairobi,2,3,1,KSh 80 000
 Westlands, Nairobi,2,3,2,KSh 120 000
Kileleshwa, Nairobi,2,3,1,KSh 80 000
Kileleshwa, Nairobi,2,3,2,KSh 80 000
,,3,3,,KSh 270 000
,,2,2,,KSh 210 000
Peponi, Nairobi,3,5,2,KSh 250 000
Lavington, Nairobi,5,4,,KSh 250 000
 Loresho, Nairobi,4,5,2,KSh 200 000
 Loresho, Nairobi,4,4,2,KSh 200 000
,,2,2,,KSh 79 000
Kilimani, Nairobi,4,4,,KSh 180 000
 Kileleshwa, Nairobi,5,5,2,KSh 150 000
 Spring Valley, Nairobi,5,6,"Floor Size:

                            700
                        
                        m²",KSh 375 000
,,3,3,,KSh 270 000
Westlands, Nairobi,3,3,2,KSh 150 000
Westlands, Nairobi,3,3,2,KSh 130 000
Westlands, Nairobi,2,2,2,KSh 130 000
Westlands, Nairobi,1,1,2,KSh 100 000
 Rosslyn, Nairobi,5,5,2,KSh 350 000
Kileleshwa, Nairobi,3,3,,KSh 85 000
 Kileleshwa, Nairobi,3,3,2,KSh 90 000
 Kitisuru, Nairobi,6,5,2,KSh 350 000
 Runda, Nairobi,5,6,2,KSh 500 000
,,3,3,,KSh 110 000
Hurlingham, Nairobi,4,5,2,KSh 150 000
Lavington, Nairobi,3,2,,KSh 70 000
,,5,6,,KSh 350 000
 Kilimani, Nairobi,4,3,,KSh 100 000
 Runda, Nairobi,5,5,2,KSh 250 000
 Runda, Nairobi,5,6,2,KSh 380 000
Westlands, Nairobi,3,3,,KSh 130 000
 Kilimani, Nairobi,3,5,,KSh 100 000
 Kilimani, Nairobi,3,2,,KSh 110 000
 Lavington, Nairobi,5,5,2,KSh 300 000
 Lavington, Nairobi,4,5,2,KSh 180 000
,,5,6,,KSh 350 000
,,4,4,,KSh 190 000
 Kilimani, Nairobi,2,3,,KSh 104 000
 Spring Valley, Nairobi,3,3,3,KSh 350 000
 Kileleshwa, Nairobi,2,2,,KSh 110 000
Riverside, Nairobi,4,4,2,KSh 350 000
 Lavington, Nairobi,4,4,2,KSh 140 000
 Lavington, Nairobi,4,4,2,KSh 140 000
Kitisuru, Nairobi,2,2,2,KSh 200 000
Kitisuru, Nairobi,1,1,2,KSh 140 000
 Lavington, Nairobi,5,5,2,KSh 230 000
Kileleshwa, Nairobi,4,4,,KSh 300 000
 Rosslyn, Nairobi,5,5,2,KSh 350 000
 Karen, Nairobi,2,2,"Erf Size:

                            0.1
                        
                        acres",KSh 50 000
 Karen, Nairobi,4,4,3,KSh 350 000
,,5,5,,KSh 350 000
 Kilimani, Nairobi,3,3,3,KSh 120 000
Lavington, Nairobi,4,,,KSh 350 000
Kileleshwa, Nairobi,4,3,,KSh 250 000
 Karen, Nairobi,5,5,2,KSh 300 000
 Runda, Nairobi,6,6,5,KSh 350 000
 Riverside, Nairobi,2,2,,KSh 75 000
Kilimani, Nairobi,3,3,,KSh 170 000
 Runda, Nairobi,5,5,3,KSh 330 000
 Rosslyn, Nairobi,5,5,2,KSh 350 000
 Kileleshwa, Nairobi,3,4,2,KSh 80 000
Westlands, Nairobi,2,2,,KSh 75 000
Lavington, Nairobi,2,3,2,KSh 75 000
 Parklands, Nairobi,4,4,2,KSh 150 000
 Kilimani, Nairobi,2,2,,KSh 170 000
 Kileleshwa, Nairobi,3,3,2,KSh 250 000
Lavington, Nairobi,2,3,2,KSh 75 000
 Lavington, Nairobi,4,5,2,KSh 360 000
 Kileleshwa, Nairobi,3,3,2,KSh 80 000
 Westlands, Nairobi,4,4,2,KSh 140 000
,,5,5,2,KSh 230 000
Peponi, Nairobi,4,4,2,KSh 400 000
Kileleshwa, Nairobi,1,1,1,KSh 110 000
,,2,2,,KSh 70 000
Lavington, Nairobi,2,2,,KSh 80 000
Lavington, Nairobi,4,4,,KSh 250 000
Riverside, Nairobi,3,3,,KSh 270 000
Karen, Nairobi,3,2,,KSh 10 000
Lavington, Nairobi,2,3,2,KSh 75 000
Runda, Nairobi,4,6,6,KSh 250 000
,,4,4,,KSh 200 000
 Kileleshwa, Nairobi,4,4,2,KSh 250 000
Lavington, Nairobi,3,4,2,KSh 150 000
,,4,4,,KSh 550 000
Westlands, Nairobi,3,2,,KSh 100 000
Kilimani, Nairobi,3,3,2,KSh 110 000
Muthaiga, Nairobi,2,2,,KSh 250 000
Kilimani, Nairobi,3,3,2,KSh 85 000
 Runda, Nairobi,5,5,5,KSh 250 000
 Kilimani, Nairobi,2,2,2,KSh 90 000
 Westlands, Nairobi,4,3,2,KSh 100 000
 Lavington, Nairobi,3,3,2,KSh 75 000
 Westlands, Nairobi,3,4,2,KSh 150 000
 Westlands, Nairobi,3,4,,KSh 150 000
,,2,2,"Floor Size:

                            120
                        
                        m²",KSh 80 000
 Kileleshwa, Nairobi,2,2,2,KSh 100 000
 Spring Valley, Nairobi,4,4,2,KSh 350 000
Lavington, Nairobi,4,3,,KSh 180 000
 Runda, Nairobi,5,5,2,KSh 350 000
,,2,2,2,KSh 45 000
Lavington, Nairobi,4,3,,KSh 180 000
 Westlands, Nairobi,4,3,2,KSh 150 000
Lavington, Nairobi,7,5,,KSh 350 000
 Kitisuru, Nairobi,4,4,,KSh 290 000
 Lavington, Nairobi,4,4,2,KSh 400 000
 Lower Kabete, Nairobi,4,4,2,KSh 180 000
,,3,3,2,KSh 120 000
Lavington, Nairobi,4,4,,KSh 200 000
Westlands, Nairobi,3,3,,KSh 140 000
Kileleshwa, Nairobi,2,2,2,KSh 150 000
Kileleshwa, Nairobi,2,2,2,KSh 110 000
Kileleshwa, Nairobi,2,2,2,KSh 90 000
Kileleshwa, Nairobi,2,2,,KSh 120 000
Muthaiga, Nairobi,2,2,2,KSh 160 000
Westlands, Nairobi,3,3,2,KSh 130 000
Westlands, Nairobi,2,2,2,KSh 130 000
Kileleshwa, Nairobi,2,2,,KSh 120 000
 Loresho, Nairobi,4,5,2,KSh 200 000
,,,,,KSh 170 000
Lavington, Nairobi,4,4,,KSh 80 000
Uthiru, Nairobi,4,3,,KSh 45 000
 Westlands, Nairobi,2,2,2,KSh 150 000
 Kilimani, Nairobi,3,3,,KSh 110 000
,,2,2,,KSh 75 000
Spring Valley, Nairobi,5,5,4,KSh 310 000
Lavington, Nairobi,5,,,KSh 600 000
Lavington, Nairobi,5,,,KSh 600 000
 Westlands, Nairobi,4,5,2,KSh 450 000
Lavington, Nairobi,4,4,,KSh 200 000
 Westlands, Nairobi,3,5,2,KSh 250 000
 Westlands, Nairobi,4,6,2,KSh 380 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,5,5,2,KSh 380 000
 Lavington, Nairobi,6,6,2,KSh 650 000
Westlands, Nairobi,2,2,,KSh 135 000
Parklands, Nairobi,4,3,,KSh 110 000
Westlands, Nairobi,4,3,,KSh 120 000
,,3,3,,KSh 370 000
 Lavington, Nairobi,5,6,2,KSh 350 000
Kileleshwa, Nairobi,2,2,,KSh 75 000
 Peponi, Nairobi,3,4,2,KSh 250 000
 Lavington, Nairobi,6,7,2,KSh 270 000
 Lavington, Nairobi,5,6,2,KSh 350 000
 Lavington, Nairobi,5,6,2,KSh 350 000
 Lavington, Nairobi,5,6,2,KSh 350 000
Lavington, Nairobi,4,4,,KSh 210 000
Ridgeways, Nairobi,,,,KSh 100 000
 Westlands, Nairobi,2,2,2,KSh 150 000
 Lavington, Nairobi,5,4,1,KSh 460 000
Lavington, Nairobi,5,4,,KSh 220 000
 Kileleshwa, Nairobi,7,8,5,KSh 500 000
 Spring Valley, Nairobi,5,6,2,KSh 220 000
 Kilimani, Nairobi,3,3,3,KSh 80 000
Runda, Nairobi,4,4,2,KSh 280 000
Peponi, Nairobi,5,6,,KSh 350 000
,,2,,,KSh 400 000
Kilimani, Nairobi,2,2,,KSh 90 000
 Spring Valley, Nairobi,5,6,2,KSh 220 000
,,3,3,2,KSh 120 000
Kilimani, Nairobi,3,4,2,KSh 80 000
 Westlands, Nairobi,3,3,,KSh 170 000
,,2,3,2,KSh 150 000
 Lavington, Nairobi,5,5,4,KSh 160 000
Kilimani, Nairobi,3,4,2,KSh 80 000
Gigiri, Nairobi,4,4,2,KSh 280 000
 Kileleshwa, Nairobi,3,4,2,KSh 75 000
Kiambu Road, Nairobi,3,2,,KSh 65 000
Gigiri, Nairobi,4,3,2,KSh 200 000
 Lavington, Nairobi,5,5,2,KSh 280 000
Kilimani, Nairobi,2,2,,KSh 70 000
Riverside, Nairobi,3,2,2,KSh 150 000
Spring Valley, Nairobi,3,3,,KSh 200 000
 Peponi, Nairobi,5,5,4,KSh 380 000
 Westlands, Nairobi,3,3,"Floor Size:

                            374
                        
                        m²",KSh 120 000
Lavington, Nairobi,3,3,"Floor Size:

                            202
                        
                        m²",KSh 120 000
 Lavington, Nairobi,3,3,2,KSh 90 000
 Lavington, Nairobi,3,3,2,KSh 80 000
Kilimani, Nairobi,2,1,2,KSh 85 000
Runda, Nairobi,5,5,2,KSh 400 000
 Kilimani, Nairobi,3,3,2,KSh 75 000
 Westlands, Nairobi,2,2,2,KSh 150 000
Ngong Rd, Nairobi,3,1,,KSh 65 000
Lavington, Nairobi,1,1,,KSh 55 000
,,4,3,,KSh 460 000
 Lavington, Nairobi,5,5,2,KSh 320 000
 Kilimani, Nairobi,3,3,2,KSh 75 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Lavington, Nairobi,4,4,2,KSh 250 000
Runda, Nairobi,5,5,2,KSh 360 000
,,2,3,2,KSh 90 000
Gigiri, Nairobi,4,4,3,KSh 530 000
Kiambu Road, Nairobi,4,4,,KSh 146 000
Runda, Nairobi,5,2,"Erf Size:

                            0.5
                        
                        acres",KSh 250 000
 Nairobi West, Nairobi,3,3,2,KSh 80 000
Runda, Nairobi,5,5,2,KSh 400 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Westlands, Nairobi,20,,,KSh 120
Runda, Nairobi,5,5,,KSh 350 000
Runda, Nairobi,4,4,2,KSh 280 000
 Kilimani, Nairobi,3,2,,KSh 80 000
 Lavington, Nairobi,5,4,,KSh 180 000
Lavington, Nairobi,5,6,,KSh 300 000
 Runda, Nairobi,4,5,2,KSh 350 000
 Kitisuru, Nairobi,5,5,2,KSh 425 000
Lavington, Nairobi,2,2,2,KSh 160 000
,,2,3,,KSh 150 000
 Lavington, Nairobi,5,5,2,KSh 350 000
Lavington, Nairobi,3,3,1,KSh 190 000
,,3,3,,KSh 90 000
Lavington, Nairobi,5,5,,KSh 250 000
 Loresho, Nairobi,4,5,2,KSh 275 000
 Lavington, Nairobi,5,5,3,KSh 160 000
 Lavington, Nairobi,5,6,2,KSh 300 000
Runda, Nairobi,5,5,2,KSh 400 000
Thigiri, Nairobi,5,5,2,KSh 350 000
,,4,4,2,KSh 200 000
Westlands, Nairobi,3,2,,KSh 90 000
Lavington, Nairobi,3,2,,KSh 80 000
Kilimani, Nairobi,3,3,2,KSh 75 000
 Nyari, Nairobi,6,6,3,KSh 450 000
 Kilimani, Nairobi,3,3,3,KSh 95 000
Westlands, Nairobi,3,3,2,KSh 90 000
Westlands, Nairobi,1,1,1,KSh 110 000
Westlands, Nairobi,2,2,2,KSh 150 000
Kileleshwa, Nairobi,3,3,2,KSh 180 000
Kileleshwa, Nairobi,2,2,2,KSh 150 000
Kileleshwa, Nairobi,4,4,2,KSh 300 000
 Loresho, Nairobi,4,5,2,KSh 275 000
Kileleshwa, Nairobi,2,2,2,KSh 110 000
Kileleshwa, Nairobi,2,2,2,KSh 110 000
Kileleshwa, Nairobi,2,2,2,KSh 90 000
Westlands, Nairobi,3,3,2,KSh 90 000
Kileleshwa, Nairobi,2,2,2,KSh 150 000
Westlands, Nairobi,2,2,2,KSh 150 000
Westlands, Nairobi,2,2,2,KSh 150 000
Kileleshwa, Nairobi,2,2,2,KSh 150 000
 Riverside, Nairobi,2,2,,KSh 120 000
,,2,2,1,KSh 80 000
 Kilimani, Nairobi,2,2,2,KSh 75 000
Kileleshwa, Nairobi,5,5,2,KSh 200 000
 Mombasa Rd, Nairobi,"Erf Size:

                            836
                        
                        m²",836,,KSh 300 000
Westlands, Nairobi,3,2,,KSh 120 000
Kilimani, Nairobi,2,2,,KSh 100 000
Lavington, Nairobi,5,6,4,KSh 300 000
 Ngong Rd, Nairobi,4,3,3,KSh 160 000
,,4,4,"Floor Size:

                            350
                        
                        m²",KSh 450 000
,,5,5,4,KSh 350 000
 Peponi, Nairobi,4,4,3,KSh 270 000
,,5,5,4,KSh 350 000
 Lavington, Nairobi,5,5,2,KSh 230 000
,,5,5,,KSh 450 000
 Gigiri, Nairobi,4,4,2,KSh 240 000
 Kileleshwa, Nairobi,2,2,2,KSh 120 000
,,4,5,3,KSh 160 000
Kilimani, Nairobi,3,4,2,KSh 75 000
Kyuna, Nairobi,4,3,,KSh 300 000
,,5,5,,KSh 450 000
 Spring Valley, Nairobi,4,4,2,KSh 250 000
Runda, Nairobi,5,5,2,KSh 300 000
 Riverside, Nairobi,3,3,2,KSh 200 000
 Riverside, Nairobi,3,3,2,KSh 200 000
Lavington, Nairobi,7,,,KSh 900 000
,,1,1,"Floor Size:

                            60
                        
                        m²",KSh 75 000
,,3,3,,KSh 200 000
,,3,3,,KSh 250 000
 Kiambu Road, Nairobi,4,4,,KSh 150 000
 Kileleshwa, Nairobi,3,3,2,KSh 120 000
 Kileleshwa, Nairobi,4,4,,KSh 125 000
 Spring Valley, Nairobi,4,4,2,KSh 250 000
Lavington, Nairobi,4,4,,KSh 210 000
Lavington, Nairobi,5,6,2,KSh 250 000
,,4,5,"Floor Size:

                            350
                        
                        m²",KSh 230 000
Lavington, Nairobi,3,2,,KSh 70 000
,,4,5,"Floor Size:

                            350
                        
                        m²",KSh 230 000
Lavington, Nairobi,3,2,,KSh 70 000
 Kileleshwa, Nairobi,3,3,,KSh 85 000
,,3,3,2,KSh 170 000
Kileleshwa, Nairobi,3,2,,KSh 70 000
 Rosslyn, Nairobi,5,4,3,KSh 400 000
,,2,2,2,KSh 140 000
 Lower Kabete, Nairobi,3,3,2,KSh 240 000
 Kileleshwa, Nairobi,3,3,,KSh 85 000
Loresho, Nairobi,4,4,2,KSh 250 000
 Kileleshwa, Nairobi,1,1,2,KSh 30 000
Lavington, Nairobi,5,6,4,KSh 350 000
 Karen, Nairobi,4,"Floor Size:

                            600
                        
                        m²",600,KSh 250 000
 Spring Valley, Nairobi,4,4,2,KSh 180 000
,,4,4,3,KSh 140 000
Kilimani, Nairobi,1,1,,KSh 110 000
 Lavington, Nairobi,5,5,2,KSh 330 000
Lavington, Nairobi,5,5,,KSh 380 000
Lavington, Nairobi,,,,KSh 65 000
,,"Erf Size:

                            320
                        
                        m²",320,,KSh 300 000
Runda, Nairobi,4,4,2,KSh 350 000
 Kilimani, Nairobi,2,2,,KSh 70 000
 Kilimani, Nairobi,3,2,,KSh 75 000
 Parklands, Nairobi,3,3,,KSh 90 000
Westlands, Nairobi,4,5,1,KSh 250 000
,,2,3,2,KSh 150 000
 Kileleshwa, Nairobi,6,2,,KSh 600 000
,,2,2,,KSh 50 000
Runda, Nairobi,5,4,2,KSh 450 000
 Riverside, Nairobi,3,4,2,KSh 250 000
 Muthaiga, Nairobi,3,4,2,KSh 175 000
