Location,City,Bedrooms,Bathrooms,Parking,Price
 Riverside, Nairobi,2,2,,KSh 300 000
 Lavington, Nairobi,5,5,,KSh 250 000
 Riverside, Nairobi,3,3,2,KSh 200 000
 Riverside, Nairobi,3,3,2,KSh 200 000
 Lavington, Nairobi,4,4,,KSh 300 000
Westlands, Nairobi,2,2,2,KSh 120 000
 Runda, Nairobi,4,5,2,KSh 380 000
 Lavington, Nairobi,4,5,"Floor Size:

                            400
                        
                        m²",KSh 210 000
 Kitisuru, Nairobi,4,5,"Floor Size:

                            400
                        
                        m²",KSh 420 000
 Karen, Nairobi,4,4,"Erf Size:

                            1
                        
                        acres",KSh 400 000
 Riverside, Nairobi,2,2,,KSh 300 000
 Lavington, Nairobi,4,5,2,KSh 250 000
 Runda, Nairobi,5,6,2,KSh 400 000
Parklands, Nairobi,3,3,2,KSh 300 000
 Peponi, Nairobi,4,4,3,KSh 450 000
 Gigiri, Nairobi,4,4,4,KSh 4 000
 Spring Valley, Nairobi,4,4,2,KSh 4 000
 Ongata Rongai, Nairobi,2,2,2,KSh 25 000
 Spring Valley, Nairobi,4,3,,KSh 230 000
Runda, Nairobi,1,1,,KSh 70 000
 Karen, Nairobi,3,3,3,KSh 150 000
 Lavington, Nairobi,3,4,2,KSh 120 000
 Riverside, Nairobi,3,3,,KSh 300 000
Lavington, Nairobi,2,2,2,KSh 85 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Kileleshwa, Nairobi,2,,,KSh 100 000
Spring Valley, Nairobi,4,4,2,KSh 400 000
 Muthaiga, Nairobi,4,5,4,KSh 380 000
,,2,2,"Floor Size:

                            90
                        
                        m²",KSh 75 000
South B, Nairobi,3,2,,KSh 50 000
 Lavington, Nairobi,3,2.5,"Floor Size:

                            190
                        
                        m²",KSh 75 000
 Spring Valley, Nairobi,4,4,,KSh 498 715
Ngong Rd, Nairobi,2,2,,KSh 45 000
 Kilimani, Nairobi,3,3,,KSh 130 000
 Kiambu Road, Nairobi,4,4,3,KSh 180 000
 Westlands, Nairobi,3,3,"Floor Size:

                            179
                        
                        m²",KSh 150 000
 Kyuna, Nairobi,4,3,4,KSh 300 000
 Runda, Nairobi,5,5,,KSh 415 000
 Runda, Nairobi,5,5,,KSh 400 000
 Parklands, Nairobi,2,2,2,KSh 150 000
 Kitisuru, Nairobi,5,5,2,KSh 400 000
 Runda, Nairobi,5,5,,KSh 400 000
 Parklands, Nairobi,2,2,2,KSh 150 000
 Kitisuru, Nairobi,5,5,2,KSh 400 000
 Westlands, Nairobi,4,4,2,KSh 200 000
 Lavington, Nairobi,4,4,2,KSh 350 000
 Nyari, Nairobi,4,5,"Erf Size:

                            0.5
                        
                        acres",KSh 350 000
Kileleshwa, Nairobi,2,2,2,KSh 75 000
 Lavington, Nairobi,4,2,"Erf Size:

                            500
                        
                        m²",KSh 150 000
 Lavington, Nairobi,5,5,"Erf Size:

                            500
                        
                        m²",KSh 180 000
 Kyuna, Nairobi,4,3,2,KSh 450 000
 Lavington, Nairobi,3,3,,KSh 150 000
 Lavington, Nairobi,4,3,,KSh 265 000
 Lavington, Nairobi,4,4,3,KSh 350 000
 Lavington, Nairobi,4,4,3,KSh 350 000
 Karen, Nairobi,3,2,"Erf Size:

                            0.7
                        
                        acres",KSh 110 000
Loresho, Nairobi,,,,KSh 450 000
Westlands, Nairobi,2,2,,KSh 100 000
 Westlands, Nairobi,4,5,2,KSh 490 000
 Kitisuru, Nairobi,5,5,3,KSh 500 000
 Westlands, Nairobi,3,3,6,KSh 350 000
 Lavington, Nairobi,4,3,,KSh 170 000
Riverside, Nairobi,1,2,,KSh 200 000
 Lavington, Nairobi,4,4,"Erf Size:

                            500
                        
                        m²",KSh 350 000
 Parklands, Nairobi,3,4,2,KSh 125 000
Riverside, Nairobi,1,2,,KSh 200 000
 Karen, Nairobi,3,2,"Floor Size:

                            2,000
                        
                        m²",KSh 130 000
 Karen, Nairobi,3,2,"Erf Size:

                            0.5
                        
                        acres",KSh 100 000
 Kilimani, Nairobi,3,4,2,KSh 130 000
 Kilimani, Nairobi,3,4,2,KSh 130 000
 Westlands, Nairobi,3,3,,KSh 130 000
 Westlands, Nairobi,3,3,,KSh 240 000
 Riverside, Nairobi,3,3,,KSh 200 000
 Westlands, Nairobi,3,3,,KSh 165 000
 Kileleshwa, Nairobi,3,4,2,KSh 120 000
 Kileleshwa, Nairobi,3,3,,KSh 135 000
 Kileleshwa, Nairobi,3,3,,KSh 130 000
 Loresho, Nairobi,4,4,,KSh 300 000
 Karen, Nairobi,5,5,,KSh 350 000
 Kileleshwa, Nairobi,3,3,,KSh 120 000
 Kileleshwa, Nairobi,2,2,,KSh 110 000
 Kileleshwa, Nairobi,2,2,,KSh 110 000
 Riverside, Nairobi,2,2,,KSh 300 000
 Kileleshwa, Nairobi,2,2,,KSh 110 000
 Riverside, Nairobi,2,2,,KSh 300 000
 Riverside, Nairobi,2,2,,KSh 300 000
 Thigiri, Nairobi,4,5,4,KSh 450 000
 Westlands, Nairobi,3,4,"Floor Size:

                            160
                        
                        m²",KSh 140 000
 Westlands, Nairobi,3,4,2,KSh 150 000
 Nyari, Nairobi,6,2,,KSh 500 000
 Kitisuru, Nairobi,4,5,3,KSh 713 000
 Kitisuru, Nairobi,4,5,3,KSh 713 000
 Lavington, Nairobi,5,5,3,KSh 300 000
 Lavington, Nairobi,5,5,3,KSh 300 000
 Westlands, Nairobi,4,4,2,KSh 170 000
Syokimau, Nairobi,4,3,,KSh 60 000
Syokimau, Nairobi,5,4,,KSh 75 000
 Lavington, Nairobi,5,5,,KSh 350 000
 Westlands, Nairobi,2,2,,KSh 190 000
 Spring Valley, Nairobi,4,4,,KSh 250 000
 Riverside, Nairobi,2,2,,KSh 300 000
Kilimani, Nairobi,3,2,,KSh 75 000
Kileleshwa, Nairobi,6,6,"Erf Size:

                            1,011
                        
                        m²",KSh 450 000
 Kiambu Road, Nairobi,4,4,3,KSh 250 000
 Kiambu Road, Nairobi,4,4,3,KSh 250 000
Karen, Nairobi,8,8,,KSh 800 000
 Kiambu Road, Nairobi,4,4,3,KSh 250 000
 Kilimani, Nairobi,3,4,2,KSh 110 000
 Spring Valley, Nairobi,4,4,2,KSh 250 000
 Westlands, Nairobi,2,2,2,KSh 180 000
 Westlands, Nairobi,4,5,3,KSh 180 000
 Riverside, Nairobi,3,3,2,KSh 130 000
,,2,2,,KSh 200 000
 Westlands, Nairobi,2,2,2,KSh 150 000
Kilimani, Nairobi,2,3,,KSh 150 000
 Kilimani, Nairobi,2,2,,KSh 120 000
 Westlands, Nairobi,3,3,,KSh 175 000
Runda, Nairobi,5,5,,KSh 380 000
 Ongata Rongai, Nairobi,2,1,1,KSh 22 000
Kileleshwa, Nairobi,2,2,,KSh 100 000
 Kileleshwa, Nairobi,1,1,,KSh 200 000
 Ongata Rongai, Nairobi,2,2,2,KSh 35 000
Karen, Nairobi,8,8,,KSh 800 000
 Ongata Rongai, Nairobi,3,3,"Erf Size:

                            0.2
                        
                        acres",KSh 25 000
Kilimani, Nairobi,1,2,,KSh 60 000
Lavington, Nairobi,4,4,,KSh 350 000
Lavington, Nairobi,5,5,,KSh 420 000
Lavington, Nairobi,5,5,,KSh 280 000
 Muthaiga, Nairobi,2,1,,KSh 200 000
 Riverside, Nairobi,2,2,2,KSh 100 000
Kileleshwa, Nairobi,2,2,2,KSh 85 000
Kileleshwa, Nairobi,3,3,2,KSh 120 000
 Spring Valley, Nairobi,4,3,2,KSh 90 000
Kileleshwa, Nairobi,2,2,,KSh 75 000
 Kyuna, Nairobi,4,5,3,KSh 460 000
 Kileleshwa, Nairobi,4,4,,KSh 250 000
Kileleshwa, Nairobi,2,2,,KSh 75 000
Lavington, Nairobi,4,4,,KSh 180 000
 Kileleshwa, Nairobi,3,3,,KSh 96 000
 Lower Kabete, Nairobi,4,5,3,KSh 580 000
 Loresho, Nairobi,4,4,2,KSh 320 000
 Riverside, Nairobi,4,4,,KSh 500 000
Runda, Nairobi,4,4,2,KSh 250 000
 Westlands, Nairobi,2,2,2,KSh 150 000
Kileleshwa, Nairobi,6,7,,KSh 150 000
 Kilimani, Nairobi,2,2,,KSh 115 000
 Kilimani, Nairobi,2,2,,KSh 115 000
 Valley Arcade, Nairobi,3,4,2,KSh 120 000
 Kileleshwa, Nairobi,3,3,,KSh 130 000
 Mountain View, Nairobi,,,,KSh 6 500 000
 Spring Valley, Nairobi,3,3,,KSh 200 000
 Lower Kabete, Nairobi,5,5,,KSh 450 000
 Westlands, Nairobi,3,3,2,KSh 130 000
 Kileleshwa, Nairobi,2,2,2,KSh 180 000
Karen, Nairobi,2,1,,KSh 45 000
Kitisuru, Nairobi,5,5,2,KSh 450 000
 Loresho, Nairobi,4,4,3,KSh 170 000
 Karen, Nairobi,4,3,"Erf Size:

                            0.5
                        
                        acres",KSh 200 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 225 000
 Riverside, Nairobi,3,3,,KSh 180 000
 Kilimani, Nairobi,2,2,,KSh 115 000
 Riverside, Nairobi,3,3,,KSh 180 000
 Kyuna, Nairobi,4,5,4,KSh 275 000
 Runda, Nairobi,4,5,3,KSh 340 000
,,2,2,1,KSh 70 000
 Karen, Nairobi,2,2,"Floor Size:

                            300
                        
                        m²",KSh 40 000
 Karen, Nairobi,1,1,"Erf Size:

                            300
                        
                        m²",KSh 35 000
 Karen, Nairobi,1,1,"Erf Size:

                            300
                        
                        m²",KSh 35 000
 Riverside, Nairobi,3,3,,KSh 350 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Kilimani, Nairobi,3,3,,KSh 200 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Kileleshwa, Nairobi,3,3,,KSh 130 000
 Kitisuru, Nairobi,4,3,2,KSh 250 000
 Kitisuru, Nairobi,4,4,2,KSh 300 000
 Kilimani, Nairobi,2,3,2,KSh 80 000
 Westlands, Nairobi,3,3,,KSh 350 000
 Kiambu Road, Nairobi,4,4,,KSh 280 000
 Riverside, Nairobi,3,3,,KSh 300 000
 Upper Hill, Nairobi,1,1,,KSh 100 000
 Katani, Nairobi,5,5,,KSh 85 000
 Riverside, Nairobi,3,3,2,KSh 220 000
Ngong Rd, Nairobi,2,2,,KSh 35 000
Westlands, Nairobi,2,2,,KSh 250 000
 Westlands, Nairobi,2,3,2,KSh 230 000
 Kilimani, Nairobi,2,2,2,KSh 160 000
 Kilimani, Nairobi,2,2,2,KSh 160 000
 Kilimani, Nairobi,3,3,,KSh 195 000
 Kilimani, Nairobi,3,3,,KSh 195 000
 Spring Valley, Nairobi,5,6,4,KSh 320 000
,,5,5,4,KSh 400 000
 Lower Kabete, Nairobi,5,5,3,KSh 450 000
 Muthaiga, Nairobi,4,3,3,KSh 440 000
 Lower Kabete, Nairobi,6,7,4,KSh 480 000
Karen, Nairobi,3,,,KSh 55 000
 Kileleshwa, Nairobi,4,4,,KSh 140 000
Nyari, Nairobi,6,4,3,KSh 600 000
 Westlands, Nairobi,4,3,2,KSh 95 000
 Westlands, Nairobi,4,5,2,KSh 490 000
Rosslyn, Nairobi,5,4,,KSh 500 000
 Ridgeways, Nairobi,5,4,4,KSh 280 000
Runda, Nairobi,4,3,,KSh 220 000
Kileleshwa, Nairobi,2,2,2,KSh 170 000
 Ridgeways, Nairobi,5,4,4,KSh 280 000
Kilimani, Nairobi,2,2,,KSh 80 000
Kilimani, Nairobi,1,1,,KSh 65 000
 Kitisuru, Nairobi,5,5,2,KSh 1 000 000
 Mountain View, Nairobi,2,2,,KSh 50 000
 Karen, Nairobi,4,4,2,KSh 180 000
 Kilimani, Nairobi,4,4,2,KSh 140 000
 Westlands, Nairobi,2,3,"Floor Size:

                            130
                        
                        m²",KSh 150 000
 Spring Valley, Nairobi,5,5,4,KSh 380 000
 Kitisuru, Nairobi,4,5,"Floor Size:

                            400
                        
                        m²",KSh 420 000
Riverside, Nairobi,3,4,2,KSh 160 000
 Karen, Nairobi,5,6,6,KSh 550 000
 Runda, Nairobi,4,5,"Floor Size:

                            543
                        
                        m²",KSh 350 000
 Kileleshwa, Nairobi,3,4,"Floor Size:

                            198
                        
                        m²",KSh 200 000
 Riverside, Nairobi,3,4,2,KSh 350 000
Lavington, Nairobi,5,6,"Floor Size:

                            400
                        
                        m²",KSh 350 000
 Runda, Nairobi,4,4,4,KSh 270 000
 Riverside, Nairobi,3,3,2,KSh 200 000
 Riverside, Nairobi,3,3,2,KSh 200 000
 Kilimani, Nairobi,3,3,2,KSh 150 000
,,4,4,3,KSh 430 000
 Runda, Nairobi,5,6,2,KSh 350 000
 Lavington, Nairobi,4,5,"Floor Size:

                            400
                        
                        m²",KSh 250 000
 Kitisuru, Nairobi,4,5,"Floor Size:

                            400
                        
                        m²",KSh 420 000
 Lavington, Nairobi,4,5,6,KSh 350 000
 Runda, Nairobi,5,6,2,KSh 400 000
 Loresho, Nairobi,3,3,2,KSh 75 000
 Loresho, Nairobi,2,2,2,KSh 65 000
 Riverside, Nairobi,3,4,"Floor Size:

                            180
                        
                        m²",KSh 100 000
 Runda, Nairobi,4,4,,KSh 420 000
 Karen, Nairobi,1,1,1,KSh 75 000
 Kilimani, Nairobi,1,1,2,KSh 90 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Lavington, Nairobi,4,4,2,KSh 400 000
Ngong Rd, Nairobi,1,1,,KSh 30 000
