Location,City,Bedrooms,Bathrooms,Parking,Price
 Karen, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 280 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,2,KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 280 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,222
                        
                        m²",KSh 350 000
 Karen, Nairobi,5,5,3,KSh 450 000
 Lower Kabete, Nairobi,4,5,2,KSh 580 000
 Kilimani, Nairobi,2,2,2,KSh 70 000
 Rosslyn, Nairobi,5,6,2,KSh 500 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Peponi, Nairobi,4,5,2,KSh 4 000
 Karen, Nairobi,4,2,"Erf Size:

                            1,000
                        
                        m²",KSh 200 000
 Karen, Nairobi,3,3,"Erf Size:

                            1,000
                        
                        m²",KSh 250 000
 Kilimani, Nairobi,4,4,2,KSh 115 000
 Karen, Nairobi,4,4,"Erf Size:

                            1,000
                        
                        m²",KSh 420 000
 Westlands, Nairobi,3,3,2,KSh 250 000
 Kilimani, Nairobi,3,3,2,KSh 130 000
 Karen, Nairobi,5,5,"Floor Size:

                            450
                        
                        m²",KSh 230 000
 Muthaiga, Nairobi,5,5,2,KSh 770 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Lower Kabete, Nairobi,4,5,2,KSh 580 000
 Kilimani, Nairobi,3,3,2,KSh 140 000
 Karen, Nairobi,3,3,"Erf Size:

                            1,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,3,2,"Erf Size:

                            1,000
                        
                        m²",KSh 100 000
 Peponi, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,4,2,"Erf Size:

                            1,000
                        
                        m²",KSh 200 000
 Karen, Nairobi,5,5,"Erf Size:

                            1,000
                        
                        m²",KSh 440 000
 Karen, Nairobi,3,3,2,KSh 200 000
 Kilimani, Nairobi,2,2,2,KSh 130 000
 Riverside, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,3,3,2,KSh 250 000
 Karen, Nairobi,5,5,"Erf Size:

                            1,000
                        
                        m²",KSh 420 000
 Kilimani, Nairobi,2,2,2,KSh 165 000
 Lavington, Nairobi,5,6,2,KSh 350 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 350 000
 Kileleshwa, Nairobi,2,2,2,KSh 220 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 350 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,222
                        
                        m²",KSh 450 000
 Lower Kabete, Nairobi,4,5,2,KSh 580 000
 Riverside, Nairobi,3,4,2,KSh 180 000
 Westlands, Nairobi,4,5,"Floor Size:

                            230
                        
                        m²",KSh 180 000
 Karen, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 450 000
 Karen, Nairobi,4,4,"Erf Size:

                            1,000
                        
                        m²",KSh 500 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 370 000
 Runda, Nairobi,5,6,3,KSh 380 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,222
                        
                        m²",KSh 450 000
 Lower Kabete, Nairobi,6,7,4,KSh 480 000
 Kilimani, Nairobi,2,2,2,KSh 130 000
 Kiambu Road, Nairobi,4,4,3,KSh 300 000
 Kilimani, Nairobi,6,7,2,KSh 170 000
 Muthaiga, Nairobi,5,6,3,KSh 727 500
 Karen, Nairobi,4,5,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Kilimani, Nairobi,2,2,2,KSh 100 000
 Riverside, Nairobi,3,2,2,KSh 150 000
 Karen, Nairobi,6,6,"Floor Size:

                            2,222
                        
                        m²",KSh 350 000
 Kiambu Road, Nairobi,4,4.5,2,KSh 200 000
 Kilimani, Nairobi,3,3,2,KSh 110 000
 Kiambu Road, Nairobi,4,4.5,2,KSh 200 000
 Karen, Nairobi,5,5,2,KSh 350 000
 Karen, Nairobi,5,5,2,KSh 350 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 330 000
 Westlands, Nairobi,4,5,"Floor Size:

                            230
                        
                        m²",KSh 180 000
 Kileleshwa, Nairobi,4,5,"Floor Size:

                            270
                        
                        m²",KSh 22 000 000
 Kileleshwa, Nairobi,3,3,2,KSh 260 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 200 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,5,6,3,KSh 450 000
 Runda, Nairobi,4,5,2,KSh 400 000
 Lavington, Nairobi,3,3,2,KSh 150 000
 Kilimani, Nairobi,3,3,2,KSh 140 000
 Karen, Nairobi,5,6,3,KSh 450 000
 Kilimani, Nairobi,2,2,2,KSh 75 000
 Karen, Nairobi,5,5,2,KSh 450 000
 Kitisuru, Nairobi,6,7,3,KSh 450 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 280 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 350 000
 Karen, Nairobi,3,3,"Erf Size:

                            1,000
                        
                        m²",KSh 200 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 350 000
 Karen, Nairobi,5,5,2,KSh 270 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 350 000
 Lavington, Nairobi,5,6,2,KSh 350 000
 Karen, Nairobi,4,5,"Floor Size:

                            2,000
                        
                        m²",KSh 350 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 210 000
 Karen, Nairobi,5,5,2,KSh 200 000
 Runda, Nairobi,4,5,2,KSh 400 000
 Westlands, Nairobi,3,4,"Floor Size:

                            285
                        
                        m²",KSh 350 000
 Karen, Nairobi,4,4,2,KSh 120 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Muthaiga, Nairobi,5,5,2,KSh 770 000
 Rosslyn, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Karen, Nairobi,4,5,"Floor Size:

                            2,000
                        
                        m²",KSh 230 000
 Kilimani, Nairobi,3,3,2,KSh 85 000
 Karen, Nairobi,5,5,2,KSh 450 000
 Kilimani, Nairobi,2,2,2,KSh 130 000
 Karen, Nairobi,5,5,2,KSh 270 000
 Kilimani, Nairobi,1,1,2,KSh 95 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Kileleshwa, Nairobi,4,4,2,KSh 350 000
 Kilimani, Nairobi,5,4,2,KSh 200 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Lavington, Nairobi,2,2,"Floor Size:

                            300
                        
                        m²",KSh 70 000
 Runda, Nairobi,5,6,3,KSh 380 000
 Karen, Nairobi,4,4,2,KSh 350 000
 Kileleshwa, Nairobi,3,3,2,KSh 90 000
 Kilimani, Nairobi,3,3,2,KSh 95 000
 Karen, Nairobi,6,6,"Erf Size:

                            1,000
                        
                        m²",KSh 200 000
 Kerarapon, Nairobi,4,4,"Floor Size:

                            2,222
                        
                        m²",KSh 90 000
 Kileleshwa, Nairobi,4,4,2,KSh 170 000
 Westlands, Nairobi,1,1,2,KSh 82 000
 Kilimani, Nairobi,2,2,2,KSh 165 000
 Kiambu Road, Nairobi,4,4,2,KSh 300 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Karen, Nairobi,4,5,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,5,5,"Erf Size:

                            1,000
                        
                        m²",KSh 600 000
 Kilimani, Nairobi,2,2,2,KSh 140 000
 Kilimani, Nairobi,3,3,2,KSh 90 000
 Kilimani, Nairobi,2,2,2,KSh 140 000
 Kitisuru, Nairobi,6,7,3,KSh 450 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 230 000
 Karen, Nairobi,5,6,3,KSh 450 000
 Runda, Nairobi,5,5,"Erf Size:

                            1,000
                        
                        m²",KSh 440 000
 Parklands, Nairobi,3,4,2,KSh 115 000
 Thigiri, Nairobi,4,5,4,KSh 450 000
 Kileleshwa, Nairobi,2,2,2,KSh 8 000
 Karen, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 200 000
 Westlands, Nairobi,3,4,"Floor Size:

                            285
                        
                        m²",KSh 350 000
 Karen, Nairobi,6,7,2,KSh 350 000
 Peponi, Nairobi,3,4,2,KSh 400 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Lavington, Nairobi,4,3,"Erf Size:

                            1,000
                        
                        m²",KSh 250 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Garden Estate, Nairobi,4,5,3,KSh 275 000
 Karen, Nairobi,2,2,"Erf Size:

                            0.5
                        
                        m²",KSh 150 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Runda, Nairobi,5,3.5,2,KSh 350 000
 Westlands, Nairobi,2,2,2,KSh 155 000
 Lower Kabete, Nairobi,5,5,"Erf Size:

                            1,000
                        
                        m²",KSh 705 375
 Runda, Nairobi,4,5,2,KSh 400 000
 Karen, Nairobi,5,5,"Erf Size:

                            1
                        
                        acres",KSh 275 000
 Kilimani, Nairobi,3,3,2,KSh 140 000
 Karen, Nairobi,5,5,3,KSh 450 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Runda, Nairobi,4,5,2,KSh 400 000
 Kilimani, Nairobi,3,3,2,KSh 120 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 350 000
 Lower Kabete, Nairobi,4,4,3,KSh 560 000
 Parklands, Nairobi,8,"Floor Size:

                            613
                        
                        m²",613,KSh 857 472
 Riverside, Nairobi,3,2,2,KSh 150 000
 Karen, Nairobi,3,3,1,KSh 120 000
 Karen, Nairobi,3,3,"Erf Size:

                            2,000
                        
                        m²",KSh 250 000
 Kileleshwa, Nairobi,2,2,2,KSh 220 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Westlands, Nairobi,3,4,"Floor Size:

                            285
                        
                        m²",KSh 350 000
 Kilimani, Nairobi,2,2,2,KSh 180 000
 Karen, Nairobi,5,5,2,KSh 350 000
 Rosslyn, Nairobi,5,6,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Rosslyn, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Lower Kabete, Nairobi,4,5,2,KSh 580 000
 Lavington, Nairobi,5,6,2,KSh 450 000
 Riverside, Nairobi,3,3,2,KSh 130 000
 Westlands, Nairobi,2,2,2,KSh 100 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 265 000
 Westlands, Nairobi,4,5,"Floor Size:

                            240
                        
                        m²",KSh 180 000
 Karen, Nairobi,3,3,1,KSh 120 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 270 000
 Lower Kabete, Nairobi,4,5,2,KSh 588 000
 Peponi, Nairobi,3,3,2,KSh 330 000
 Westlands, Nairobi,3,3,3,KSh 330 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Kitisuru, Nairobi,6,7,4,KSh 450 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Runda, Nairobi,4,4,2,KSh 370 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Muthaiga, Nairobi,4,4,2,KSh 465 000
 Karen, Nairobi,5,6,3,KSh 450 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,2,1,,KSh 45 000
 Lower Kabete, Nairobi,5,6,3,KSh 500 000
 Karen, Nairobi,5,5,2,KSh 380 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 300 000
 Kilimani, Nairobi,2,2,2,KSh 140 000
 Muthaiga, Nairobi,5,6,4,KSh 730 000
 Runda, Nairobi,6,"Floor Size:

                            500
                        
                        m²",500,KSh 250 000
 Nyari, Nairobi,5,6,5,KSh 660 000
 Lower Kabete, Nairobi,4,5,3,KSh 670 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Rosslyn, Nairobi,4,3,4,KSh 280 000
 Karen, Nairobi,4,4,2,KSh 350 000
 Kileleshwa, Nairobi,3,2,2,KSh 80 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 200 000
 Lower Kabete, Nairobi,4,5,2,KSh 588 000
 Muthaiga, Nairobi,5,5,2,KSh 770 000
 Rosslyn, Nairobi,5,6,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Karen, Nairobi,4,5,2,KSh 200 000
 Kiambu Road, Nairobi,4,4,2,KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Rosslyn, Nairobi,5,6,2,KSh 500 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 320 000
 Westlands, Nairobi,3,3,2,KSh 75 000
 Runda, Nairobi,4,4,2,KSh 370 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Karen, Nairobi,3,2,"Erf Size:

                            0.5
                        
                        m²",KSh 80 000
 Spring Valley, Nairobi,3,3,2,KSh 330 000
 Runda, Nairobi,4,5,2,KSh 400 000
 Karen, Nairobi,4,4,2,KSh 200 000
 Kilimani, Nairobi,2,2,2,KSh 90 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 200 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 200 000
 Lower Kabete, Nairobi,5,6,3,KSh 500 000
 Thigiri, Nairobi,5,44,3,KSh 700 000
 Thigiri, Nairobi,5,4,3,KSh 700 000
 Thigiri, Nairobi,5,4,3,KSh 700 000
 Loresho, Nairobi,2,3,2,KSh 100 000
 Kitisuru, Nairobi,5,6,3,KSh 790 000
 Karen, Nairobi,5,5,5,KSh 300 000
 Kilimani, Nairobi,3,3,2,KSh 300 000
 Kilimani, Nairobi,3,3,2,KSh 180 000
 Kilimani, Nairobi,2,"Floor Size:

                            70
                        
                        m²",70,KSh 65 000
 Runda, Nairobi,6,6,"Erf Size:

                            1,000
                        
                        m²",KSh 250 000
 Kitisuru, Nairobi,4,4,"Erf Size:

                            2,000
                        
                        m²",KSh 350 000
 Karen, Nairobi,5,5,2,KSh 350 000
 Karen, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 270 000
 Karen, Nairobi,3,2,2,KSh 200 000
 Westlands, Nairobi,2,3,2,KSh 220 000
 Westlands, Nairobi,1,1,1,KSh 82 000
 Kilimani, Nairobi,3,3,2,KSh 180 000
 Kilimani, Nairobi,2,2,2,KSh 160 000
 Karen, Nairobi,3,3,2,KSh 250 000
 Kiambu Road, Nairobi,4,4,"Floor Size:

                            250
                        
                        m²",KSh 200 000
 Kiambu Road, Nairobi,4,4,"Erf Size:

                            0.12
                        
                        acres",KSh 200 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Lavington, Nairobi,5,5,3,KSh 440 000
 Rosslyn, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Kileleshwa, Nairobi,6,6,2,KSh 554 372
 Kileleshwa, Nairobi,6,6,2,KSh 525 194
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 265 000
 Westlands, Nairobi,3,3,2,KSh 330 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 330 000
 Kilimani, Nairobi,3,3,2,KSh 95 000
 Karen, Nairobi,3,2,"Erf Size:

                            1,000
                        
                        m²",KSh 280 000
 Kitisuru, Nairobi,6,6,"Floor Size:

                            2,222
                        
                        m²",KSh 450 000
 Karen, Nairobi,3,2,"Erf Size:

                            1,000
                        
                        m²",KSh 280 000
 Westlands, Nairobi,2,2,2,KSh 155 000
 Spring Valley, Nairobi,5,4,3,KSh 220 000
 Runda, Nairobi,6,7,2,KSh 600 000
 Kitisuru, Nairobi,4,4,"Erf Size:

                            1,000
                        
                        m²",KSh 408 000
 Lakeview, Nairobi,4,4,"Erf Size:

                            1,000
                        
                        m²",KSh 712 500
 Karen, Nairobi,5,6,3,KSh 450 000
 Karen, Nairobi,4,4,2,KSh 320 000
 Kyuna, Nairobi,6,7,4,KSh 500 000
 Kilimani, Nairobi,2,2,2,KSh 120 000
 Westlands, Nairobi,1,1,2,KSh 80 000
 Kileleshwa, Nairobi,3,2,"Floor Size:

                            180
                        
                        m²",KSh 100 000
 Kilimani, Nairobi,1,1,2,KSh 110 000
 Loresho, Nairobi,2,3,3,KSh 100 000
 Lower Kabete, Nairobi,4,4,3,KSh 560 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 250 000
 Riverside, Nairobi,3,2,2,KSh 150 000
 Spring Valley, Nairobi,4,4,"Erf Size:

                            1,000
                        
                        m²",KSh 300 000
 Kileleshwa, Nairobi,3,3,2,KSh 140 000
 Kileleshwa, Nairobi,3,3,2,KSh 140 000
 Kileleshwa, Nairobi,3,3,2,KSh 140 000
 Westlands, Nairobi,3,3,2,KSh 90 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Westlands, Nairobi,4,4,2,KSh 120 000
 Kileleshwa, Nairobi,2,2,2,KSh 8 000
 Kilimani, Nairobi,3,3,2,KSh 90 000
 Kilimani, Nairobi,3,2,2,KSh 85 000
 Runda, Nairobi,4,4,2,KSh 140 000
 Karen, Nairobi,4,4,2,KSh 400 000
 Kileleshwa, Nairobi,3,3,2,KSh 250 000
 Karen, Nairobi,5,6,6,KSh 365 000
 Lower Kabete, Nairobi,5,6,4,KSh 650 000
 Kitisuru, Nairobi,6,7,3,KSh 450 000
 Riverside, Nairobi,3,3,2,KSh 350 000
 Riverside, Nairobi,3,3,2,KSh 350 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Rosslyn, Nairobi,5,5,3,KSh 500 000
 Lower Kabete, Nairobi,4,5,2,KSh 588 000
 Lower Kabete, Nairobi,4,5,2,KSh 588 000
 Rosslyn, Nairobi,5,5,"Erf Size:

                            0.5
                        
                        acres",KSh 530 000
 Kilimani, Nairobi,4,4,2,KSh 140 000
 Lower Kabete, Nairobi,4,5,3,KSh 670 000
 Kilimani, Nairobi,3,3,2,KSh 200 000
 Kitisuru, Nairobi,5,5,3,KSh 5 000
 Lower Kabete, Nairobi,4,5,2,KSh 588 000
 Kilimani, Nairobi,2,2,2,KSh 130 000
 Kilimani, Nairobi,3,3,2,KSh 150 000
 Kilimani, Nairobi,3,3,2,KSh 85 000
 Kilimani, Nairobi,3,3,2,KSh 140 000
 Westlands, Nairobi,4,5,"Floor Size:

                            220
                        
                        m²",KSh 180 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 320 000
 Kilimani, Nairobi,3,3,2,KSh 120 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 350 000
 Kileleshwa, Nairobi,3,3,2,KSh 140 000
 Peponi, Nairobi,4,5,2,KSh 590 000
 Runda, Nairobi,4,5,"Erf Size:

                            0.25
                        
                        m²",KSh 255 000
 Westlands, Nairobi,2,2,2,KSh 288 000
 Lavington, Nairobi,2,2,2,KSh 75 000
 Lavington, Nairobi,5,5,3,KSh 400 000
 Karen, Nairobi,4,4,2,KSh 250 000
 Karen, Nairobi,8,7,"Floor Size:

                            2,000
                        
                        m²",KSh 400 000
 Karen, Nairobi,5,5,2,KSh 380 000
 Kilimani, Nairobi,3,3,2,KSh 100 000
 Kileleshwa, Nairobi,3,3,2,KSh 140 000
 Muthaiga, Nairobi,4,4,3,KSh 750 000
 Karen, Nairobi,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 90 000
 Kilimani, Nairobi,3,3,2,KSh 80 000
 Lavington, Nairobi,5,2,"Floor Size:

                            300
                        
                        m²",KSh 500 000
 Karen, Nairobi,5,5,"Floor Size:

                            2,000
                        
                        m²",KSh 400 000
 Karen, Nairobi,4,4,2,KSh 250 000
 Kyuna, Nairobi,4,5,3,KSh 250 000
 Karen, Nairobi,7,7,"Erf Size:

                            2,000
                        
                        m²",KSh 800 000
 Muthaiga, Nairobi,4,5,4,KSh 380 000
 Kilimani, Nairobi,2,2,2,KSh 170 000
 Kilimani, Nairobi,2,2,2,KSh 170 000
 Karen, Nairobi,5,5,"Erf Size:

                            1
                        
                        acres",KSh 250 000
 Karen, Nairobi,5,5,2,KSh 270 000
 Karen, Nairobi,4,4,"Floor Size:

                            2,000
                        
                        m²",KSh 280 000
 Kileleshwa, Nairobi,3,3,2,KSh 100 000
 Lower Kabete, Nairobi,4,4,3,KSh 560 000
 Lower Kabete, Nairobi,4,4,3,KSh 560 000
 Lower Kabete, Nairobi,4,4,3,KSh 560 000
 Karen, Nairobi,3,3,3,KSh 250 000
