City,Location,Area,Bedrooms,Bathrooms,Generator,Furnished,Internet,Gym,Balcony,Parking,Ensuite,Lift,Price
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,General Mathenge,,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nyali,Nyali Area,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Mombasa Road,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Kileleshwa,,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"90,000"
Nyali,Nyali Area,,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,000"
Kiambu County,Ruaka,Land Area 1012 m²,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"40,000"
Westlands,Runda,,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"371,000"
Westlands,Kitisuru,,5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"660,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"65,000"
Westlands,Westlands Area,,2,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"55,000"
Westlands,Riverside,,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"350,000"
Westlands,Rosslyn,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Muthaiga,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nyali,Nyali Area,,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"60,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Lavington,Building Area 200 m²,4,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"80,000"
Nairobi,Kilimani,Building Area 140 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"359,125"
Westlands,Westlands Area,Building Area 54 m²,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,"120,000"
Westlands,Westlands Area,,4,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"270,000"
Nairobi,Lavington,Building Area 250 m²,4,,,,,,,,,,"110,000"
Nairobi,Thika Road,Building Area 63 m²,1,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"65,000"
Nyali,Nyali Area,Building Area 2500 m²,3,4,,,,,,,,,"60,000"
Nairobi,Kiambu Road,Building Area 80 m²,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"50,000"
Westlands,Westlands Area,,2,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"110,000"
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,2,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"65,000"
Westlands,Parklands,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Nairobi,Kileleshwa,,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100,000"
Westlands,Riverside,,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"250,000"
Westlands,Westlands Area,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Kilimani,,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"75,000"
Nyali,Nyali Area,,3,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"30,000"
Nairobi,Naivasha Road,,2,2,,,,,,,,,"40,000"
Nairobi,Lavington,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"160,000"
Nairobi,Kileleshwa,,3,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"7,000"
Nairobi,Kawangware,,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"20,000"
Nairobi,Upper Hill,,3,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"105,000"
Westlands,General Mathenge,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Riverside,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Nairobi,Kileleshwa,,3,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"60,000"
Nairobi,Kilimani,,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"170,000"
Westlands,Riverside,,2,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"150,000"
Westlands,Parklands,,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"75,000"
Nairobi,Kilimani,,4,3,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Westlands Area,,2,2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"210,000"
Nairobi,Kilimani,,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,"130,000"
Ruiru,Tatu City,Building Area 90 m²,2,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"54,200"
Westlands,Spring Valley,,1,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"75,000"
Westlands,Runda,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"260,000"
Nyali,Nyali Area,Building Area 250 m²,4,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"125,000"
Nairobi,Lavington,Building Area 4500 ft²,5,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"350,000"
Westlands,Riverside,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"300,000"
Westlands,Westlands Area,,2,2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"180,000"
Nairobi,Kileleshwa,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Westlands,Parklands,,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"165,000"
Westlands,Parklands,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Westlands Area,Building Area 80 m²,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"100,000"
Westlands,Westlands Area,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Nairobi,Upper Hill,,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"130,000"
Westlands,Riverside,,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"200,000"
Nairobi,Kiambu Road,Building Area 140 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"55,000"
Westlands,Westlands Area,,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"85,000"
Westlands,Rosslyn,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"260,000"
Nairobi,Kilimani,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Westlands,Riverside,,3,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"200,000"
Kiambu County,Ruaka,,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"55,000"
Nairobi,Kileleshwa,,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Westlands,Parklands,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kileleshwa,Building Area 210 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nyali,Mkomani,Building Area 2968 ft²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Lavington,,3,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Westlands,,,,,,,,,,,,
Nyali,Mkomani,,3,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Riverside,Building Area 260 m²,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Lavington,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"115,000"
Nyali,Nyali Area,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Lavington,Building Area 90 m²,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"110,000"
Nairobi,Kileleshwa,,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,"120,000"
Nairobi,Kilimani,,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"130,000"
Nyali,Nyali Area,,1,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"65,000"
Nairobi,Upper Hill,,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Westlands Area,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Westlands Area,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"240,000"
Westlands,Brookside,Building Area 1400 ft²,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Karen,,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"110,000"
Westlands,Westlands Area,None 190 m²,2,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"280,000"
Westlands,Riverside,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"280,000"
Nyali,Nyali Area,Building Area 2269 ft²,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"230,000"
Westlands,Westlands Area,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Westlands,Rhapta Road,,3,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"65,000"
Nairobi,Kilimani,,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Loresho,,3,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"85,000"
Nairobi,Kilimani,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Kilimani,,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"130,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Westlands,Parklands,,2,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Rhapta Road,,2,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"180,000"
Nairobi,Lavington,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"80,000"
Westlands,Brookside,,3,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"160,000"
Westlands,Gigiri,Building Area 90 m²,1,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"175,000"
Nairobi,Kilimani,,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"105,000"
Westlands,Westlands Area,,3,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"190,000"
Westlands,Westlands Area,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"145,000"
Westlands,General Mathenge,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,General Mathenge,,4,4,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"265,000"
Westlands,Westlands Area,,2,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,not
Westlands,Westlands Area,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"95,000"
Nairobi,Muthaiga,,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"511,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"95,000"
Nairobi,Kilimani,,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"120,000"
Nairobi,Westlands,,,,,,,,,,,,
Kiambu County,Ruiru,,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"10,000"
Westlands,Riverside,,3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Kilifi County,Vipingo,Building Area 1240 ft²,3,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"32,000"
Nairobi,Kileleshwa,,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"55,000"
Westlands,General Mathenge,,3,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Westlands Area,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Westlands,Brookside,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"130,000"
Nairobi,Ngong Road,,3,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"70,000"
Westlands,Westlands Area,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"220,000"
Nairobi,Kiambu Road,,2,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"135,000"
Nairobi,Kilimani,Building Area 83 m²,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Kileleshwa,,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"4,500"
Westlands,Lower Kabete,,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"135,000"
Westlands,Karura,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Mombasa,Bamburi,Building Area 80 m²,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"18,000"
Westlands,Westlands Area,Building Area 250 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,General Mathenge,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nairobi,Kilimani,Building Area 109 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Roysambu,Thome,,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"64,000"
Nairobi,Kilimani,,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"80,000"
Westlands,Westlands Area,Building Area 136 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Riverside,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kilimani,,2,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"80,000"
Nairobi,Valley Arcade,Building Area 2300 ft²,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Lavington,Building Area 6000 m²,5,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"230,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"100,000"
Westlands,Riverside,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Westlands,,,,,,,,,,,,
Nyali,Mkomani,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"98,000"
Westlands,Kitisuru,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"270,000"
Kiambu County,Thika,,1,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"14,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"80,000"
Nairobi,Kilimani,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Kiambu County,Ruaka,Building Area 20235 m²,3,3,,,,,,,,,"54,000"
Nairobi,Nairobi West,,4,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"230,000"
Nairobi,Muthaiga,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"180,000"
Nyali,Nyali Area,,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"65,000"
Nairobi,Kilimani,,3,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"95,000"
Nairobi,Kileleshwa,Building Area 197 m²,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Nairobi,Kiambu Road,,3,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Nairobi,Kilimani,,4,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"140,000"
Westlands,Parklands,,3,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"120,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"70,000"
Kiambu County,Ruaka,,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"35,000"
Nairobi,Kileleshwa,Building Area 200 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kilimani,,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Riverside,,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"150,000"
Westlands,Riverside,,3,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nyali,Nyali Area,Building Area 2300 ft²,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"20,000"
Westlands,Parklands,Building Area 1400 ft²,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"120,000"
Westlands,Riverside,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nyali,Nyali Area,,3,5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Kilifi County,Mtwapa,,4,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kileleshwa,,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"145,000"
Westlands,Westlands Area,Building Area 560 m²,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"400,000"
Nairobi,Lavington,,3,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Brookside,Building Area 2206 ft²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"170,000"
Westlands,Rhapta Road,,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kiambu Road,,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"55,000"
Westlands,Riverside,Building Area 234 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"145,000"
Nairobi,Kileleshwa,,2,,,,,,,,,,"67,000"
Westlands,Waiyaki Way,Building Area 979 ft²,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Westlands Area,,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"350,000"
Nairobi,Ngong Road,Building Area 115 m²,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"75,000"
Westlands,Westlands Area,,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"200,000"
Westlands,Westlands Area,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Kajiado County,Ongata Rongai,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"11,000"
Nairobi,Lavington,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Nairobi,Riara Road,,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Westlands,Parklands,,3,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"85,000"
Nairobi,Kilimani,,4,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Kilimani,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Nyali,Nyali Area,Building Area 2868 ft²,3,5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"185,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Westlands,Westlands Area,Building Area 280 m²,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Nairobi,Kileleshwa,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"130,000"
Nairobi,Kileleshwa,,3,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"80,000"
Westlands,Westlands Area,Building Area 130 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nyali,Nyali Area,,3,4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"15,000"
Nairobi,Kileleshwa,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kilimani,,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"160,000"
Westlands,Westlands Area,,3,3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"292,000"
Westlands,General Mathenge,Building Area 2300 ft²,3,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Kiambu County,Ruaka,Building Area 8094 m²,3,2,,,,,,,,,"55,000"
Westlands,Westlands Area,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"240,000"
Kiambu County,Thika,,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"15,000"
Nairobi,Kilimani,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Westlands,Westlands Area,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"105,000"
Nyali,Nyali Area,Building Area 1680 ft²,3,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"120,000"
Nairobi,Kileleshwa,,1,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"110,000"
Nairobi,Kileleshwa,,,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"60,000"
Roysambu,Garden Estate,,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"89,000"
Nairobi,Kileleshwa,Building Area 120 m²,2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"75,000"
Nyali,Nyali Area,Building Area 280 m²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"98,000"
Roysambu,Thome,,3,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"80,000"
Nairobi,Thika Road,,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Brookside,Building Area 144 m²,2,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"100,000"
Westlands,Riverside,,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kileleshwa,,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"65,000"
Nairobi,Lavington,Building Area 248 m²,4,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"270,000"
Nairobi,Kileleshwa,,,,,,,,,,,,
Nairobi,Kileleshwa,,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"85,000"
Westlands,Waiyaki Way,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Westlands Area,Building Area 310 m²,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"310,000"
Nairobi,Kilimani,,3,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"100,000"
Nairobi,Kilimani,,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"180,000"
Westlands,General Mathenge,,2,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,"90,000"
Westlands,Westlands Area,,2,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"230,000"
Nairobi,Kileleshwa,,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"50,000"
Nyali,Nyali Area,,3,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"65,000"
Nairobi,Kilimani,,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"130,000"
Nairobi,Kileleshwa,Building Area 2200 ft²,3,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"140,000"
Nairobi,Lavington,Building Area 227 m²,3,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"90,000"
Nairobi,Kilimani,,2,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"75,000"
Westlands,Parklands,,3,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"250,000"
Westlands,Westlands Area,Building Area 130 m²,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"200,000"
Nairobi,Kilimani,Building Area 300 m²,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"230,000"
Nyali,Nyali Area,Building Area 1860 ft²,3,4,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"85,000"
Westlands,Parklands,,3,3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,"300,000"
Westlands,Lower Kabete,Building Area 150 m²,2,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"205,000"
Westlands,Lower Kabete,Building Area 150 m²,2,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"205,000"
Westlands,Spring Valley,Building Area 170 m²,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"280,000"
Nairobi,Kileleshwa,,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"110,000"
Nairobi,Kilimani,,3,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"80,000"
