Location,City,Bedrooms,Bathrooms,Parking,Price
Kilimani, Nairobi,5,5,"Floor Size:

                            350
                        
                        m²",KSh 250 000
 Westlands, Nairobi,15,,,KSh 3 500 000
 Kilimani, Nairobi,3,3,2,KSh 130 000
 Riverside, Nairobi,5,5,,KSh 250 000
Langata, Nairobi,3,2,,KSh 70 000
 Kilimani, Nairobi,1,1,1,KSh 85 000
,,2,2,,KSh 180 000
,,3,3,2,KSh 80 000
 Kileleshwa, Nairobi,3,2,,KSh 70 000
 Lavington, Nairobi,5,5,3,KSh 170 000
 Kilimani, Nairobi,1,1,,KSh 140 000
,,3,2,"Floor Size:

                            130
                        
                        m²",KSh 65 000
 Westlands, Nairobi,3,3,2,KSh 130 000
Kilimani, Nairobi,2,2,,KSh 55 000
Lavington, Nairobi,2,2,"Floor Size:

                            100
                        
                        m²",KSh 90 000
 Kilimani, Nairobi,1,1,,KSh 140 000
Lavington, Nairobi,1,1,"Floor Size:

                            70
                        
                        m²",KSh 65 000
,,4,10,"Floor Size:

                            400
                        
                        m²",KSh 400 000
 Lavington, Nairobi,4,3,2,KSh 76 000
Lavington, Nairobi,3,3,,KSh 120 000
Kilimani, Nairobi,,,,KSh 50 000
 Runda, Nairobi,5,6,2,KSh 300 000
 Parklands, Nairobi,4,5,2,KSh 300 000
 Kileleshwa, Nairobi,5,6,2,KSh 290 000
South B, Nairobi,1,1,,KSh 23 000
,,1,2,"Floor Size:

                            100
                        
                        m²",KSh 150 000
 Kiambu Road, Nairobi,,,,KSh 35 000
 Lavington, Nairobi,4,5,4,KSh 375 000
 Kileleshwa, Nairobi,3,3,3,KSh 100 000
 Runda, Nairobi,4,4,3,KSh 350 000
 Lavington, Nairobi,3,2,2,KSh 75 000
 Westlands, Nairobi,4,3,3,KSh 190 000
,,2,2,"Erf Size:

                            12
                        
                        m²",KSh 130 000
Ngong Rd, Nairobi,1,1,,KSh 35 000
Kileleshwa, Nairobi,4,4,2,KSh 140 000
Westlands, Nairobi,2,2,,KSh 60 000
 Westlands, Nairobi,2,2,1,KSh 65 000
Langata, Nairobi,3,2,,KSh 65 000
,,2,2,1,KSh 120 000
Dagoretti, Nairobi,2,1,"Floor Size:

                            100
                        
                        m²",KSh 37 000
 Muthaiga, Nairobi,4,4,3,KSh 500 000
,,2,3,2,KSh 60 000
 Kileleshwa, Nairobi,3,3,"Floor Size:

                            175
                        
                        m²",KSh 80 000
Lavington, Nairobi,3,3,2,KSh 170 000
 Lavington, Nairobi,2,2,3,KSh 65 000
 Kileleshwa, Nairobi,2,2,2,KSh 71 000
 Runda, Nairobi,4,4,2,KSh 300 000
Westlands, Nairobi,2,2,,KSh 60 000
Parklands, Nairobi,2,2,,KSh 60 000
 Kilimani, Nairobi,3,2,2,KSh 100 000
Riruta, Nairobi,1,1,1,KSh 25 000
Kitisuru, Nairobi,4,4,,KSh 450 000
Ngong Rd, Nairobi,1,1,,KSh 25 000
Kileleshwa, Nairobi,2,2,2,KSh 55 000
 Kileleshwa, Nairobi,4,4,2,KSh 140 000
 Runda, Nairobi,4,4,10,KSh 300 000
 Runda, Nairobi,5,5,2,KSh 500 000
Kilimani, Nairobi,4,4,2,KSh 120 000
Kitisuru, Nairobi,4,4,,KSh 450 000
,,2,2,"Floor Size:

                            80
                        
                        m²",KSh 78 000
Kileleshwa, Nairobi,2,2,,KSh 110 000
 Nyari, Nairobi,2,2,,KSh 150 000
Lavington, Nairobi,4,5,2,KSh 150 000
,,4,4,2,KSh 150 000
Kileleshwa, Nairobi,3,3,2,KSh 90 000
Ngong Rd, Nairobi,1,1,,KSh 25 000
 Runda, Nairobi,4,4,3,POA
Lavington, Nairobi,5,5,,KSh 380 000
 Loresho, Nairobi,5,5,2,KSh 250 000
,,4,4,,KSh 220 000
 Thigiri, Nairobi,5,,,KSh 580 000
,,2,2,1,KSh 80 000
 Kilimani, Nairobi,1,2,3,KSh 40 000
Lakeview, Nairobi,4,4,2,KSh 4 750
,,2,2,2,KSh 130 000
 Lower Kabete, Nairobi,6,6,,KSh 500 000
,,5,5,3,KSh 350 000
 Kileleshwa, Nairobi,3,3,2,KSh 150 000
 Lavington, Nairobi,5,5,2,KSh 200 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,5,5,2,KSh 350 000
Mountain View, Nairobi,3,2,,KSh 60 000
 Kileleshwa, Nairobi,5,5,2,KSh 350 000
,,2,2,1,KSh 80 000
,,4,3,3,KSh 170 000
 Loresho, Nairobi,4,3,2,KSh 200 000
 Kileleshwa, Nairobi,1,1,1,KSh 50 000
Kileleshwa, Nairobi,3,4,3,KSh 85 000
 Westlands, Nairobi,4,4,,KSh 150 000
 Kilimani, Nairobi,3,2,2,KSh 95 000
 Kiambu Road, Nairobi,4,3,2,KSh 110 000
,,4,5,,KSh 400 000
,,4,5,,KSh 400 000
Ngong Rd, Nairobi,3,2,,KSh 50 000
 Westlands, Nairobi,3,3,2,KSh 90 000
Kileleshwa, Nairobi,1,1,,KSh 60 000
Lavington, Nairobi,3,4,"Floor Size:

                            250
                        
                        m²",KSh 110 000
 Riverside, Nairobi,3,3,2,KSh 130 000
 Kileleshwa, Nairobi,2,2,2,KSh 70 000
 Kilimani, Nairobi,3,3,,KSh 90 000
Langata, Nairobi,1,1,,KSh 20 000
Gigiri, Nairobi,4,4,3,KSh 370 000
 Westlands, Nairobi,3,2,1,KSh 90 000
 Lavington, Nairobi,4,4,2,KSh 400 000
Kileleshwa, Nairobi,2,3,2,KSh 70 000
Kileleshwa, Nairobi,3,4,2,KSh 80 000
Kileleshwa, Nairobi,2,3,2,KSh 70 000
Kileleshwa, Nairobi,3,3,4,KSh 80 000
,,4,4,"Erf Size:

                            0.5
                        
                        acres",KSh 350 000
 Kilimani, Nairobi,3,3,,KSh 90 000
 Runda, Nairobi,4,5,2,KSh 350 000
 Kilimani, Nairobi,3,2,2,KSh 80 000
 Lavington, Nairobi,5,5,2,KSh 265 000
 Lavington, Nairobi,5,5,3,KSh 190 000
 Kilimani, Nairobi,3,2,2,KSh 70 000
Loresho, Nairobi,2,2,"Floor Size:

                            120
                        
                        m²",KSh 35 000
Lower Kabete, Nairobi,5,5,2,KSh 500 000
 Parklands, Nairobi,3,3,2,KSh 100 000
,,1,1,1,KSh 110 000
,,2,2,1,KSh 115 000
,,4,4,3,KSh 180 000
 Westlands, Nairobi,3,3,"Floor Size:

                            198
                        
                        m²",KSh 80 000
Thome, Nairobi,5,3,,KSh 180 000
 Kileleshwa, Nairobi,2,3,,KSh 180 000
Peponi, Nairobi,5,4,2,KSh 250 000
,,2,2,"Floor Size:

                            90
                        
                        m²",KSh 100 000
 Lavington, Nairobi,3,3,"Floor Size:

                            700
                        
                        m²",KSh 80 000
,,2,2,2,KSh 180 000
 Parklands, Nairobi,3,3,"Floor Size:

                            2,090
                        
                        m²",KSh 270 000
,,2,2,2,KSh 180 000
Parklands, Nairobi,4,2,,KSh 85 000
 Westlands, Nairobi,2,3,2,KSh 90 000
,,3,3,2,KSh 90 000
,,2,2,2,KSh 60 000
,,2,2,2,KSh 60 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Kileleshwa, Nairobi,222,2,2,KSh 65 000
 Kileleshwa, Nairobi,2,2,2,KSh 65 000
,,2,2,2,KSh 55 000
 Kileleshwa, Nairobi,5,2,,KSh 250 000
 Kileleshwa, Nairobi,2,2,2,KSh 75 000
 Kileleshwa, Nairobi,2,2,2,KSh 70 000
,,3,3,2,KSh 110 000
Lavington, Nairobi,4,3,,KSh 100 000
 Ngong Rd, Nairobi,3,2.5,2,KSh 100 000
 Ngong Rd, Nairobi,2,2,1,KSh 80 000
 Westlands, Nairobi,3,4,,KSh 300 000
,,2,2,,KSh 110 000
Runda, Nairobi,4,5,4,KSh 350 000
Runda, Nairobi,5,5,5,KSh 300 000
 Kilimani, Nairobi,3,2,2,KSh 80 000
 Kileleshwa, Nairobi,3,3,,KSh 70 000
Mbagathi Way, Nairobi,2,1,,KSh 40 000
,,5,6,2,KSh 200 000
 Kilimani, Nairobi,3,2,2,KSh 80 000
Lavington, Nairobi,6,4,,KSh 600 000
 Lavington, Nairobi,5,6,2,KSh 126 000
,,2,2,1,KSh 90 000
 Kileleshwa, Nairobi,3,2,2,KSh 80 000
,,2,2,,KSh 220 000
Kilimani, Nairobi,3,,,KSh 110 000
 Lavington, Nairobi,5,5,2,KSh 145 000
 Westlands, Nairobi,2,2,2,KSh 200 000
 Kileleshwa, Nairobi,3,3,2,KSh 120 000
Parklands, Nairobi,3,3,2,KSh 100 000
 Kileleshwa, Nairobi,3,2,2,KSh 65 000
 Kilimani, Nairobi,3,3,2,KSh 110 000
Ngong Rd, Nairobi,1,1,,KSh 23 500
 Kileleshwa, Nairobi,3,3,2,KSh 75 000
Mombasa Rd, Nairobi,,,,KSh 35
 Runda, Nairobi,5,5,2,KSh 250 000
,,6,6,5,KSh 550 000
 Kileleshwa, Nairobi,3,2,2,KSh 65 000
Kilimani, Nairobi,4,5,,KSh 230 000
 Lavington, Nairobi,6,6,5,KSh 550 000
Loresho, Nairobi,4,5,"Erf Size:

                            0.5
                        
                        acres",KSh 250 000
,,3,3,2,KSh 100 000
Runda, Nairobi,4,4,2,KSh 450 000
 Lavington, Nairobi,3,3,2,KSh 75 000
 Lavington, Nairobi,5,5,2,KSh 200 000
Lavington, Nairobi,3,4,2,KSh 120 000
,,3,3,2,KSh 100 000
 Kiambu Road, Nairobi,2,2,,KSh 120 000
 Kilimani, Nairobi,5,3,1,KSh 230 000
 Kileleshwa, Nairobi,5,4,,KSh 170 000
 Lavington, Nairobi,4,4,2,KSh 180 000
 Runda, Nairobi,4,4,6,KSh 200 000
,,2,2,"Floor Size:

                            120
                        
                        m²",KSh 100 000
 Nyari, Nairobi,2,2,,KSh 150 000
South C, Nairobi,,,,KSh 35 000
,,2,3,"Floor Size:

                            130
                        
                        m²",KSh 250 000
,,2,2,"Floor Size:

                            130
                        
                        m²",KSh 220 000
Kileleshwa, Nairobi,3,2,,KSh 120 000
Kileleshwa, Nairobi,4,5,2,KSh 150 000
Kilimani, Nairobi,3,4,2,KSh 90 000
Ngong Rd, Nairobi,2,2,,KSh 45 000
Riverside, Nairobi,4,4,,KSh 250 000
Riverside, Nairobi,4,4,,KSh 250 000
,,4,4,,KSh 155 000
,,3,3,,KSh 135 000
Lower Kabete, Nairobi,4,4,2,KSh 400 000
 Runda, Nairobi,5,6,2,KSh 600 000
Westlands, Nairobi,3,3,2,KSh 180 000
Lavington, Nairobi,4,4,,KSh 230 000
Lavington, Nairobi,4,5,5,KSh 220 000
Lavington, Nairobi,3,3,,KSh 75 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Runda, Nairobi,4,5,10,KSh 330 000
,,4,10,"Floor Size:

                            300
                        
                        m²",KSh 250 000
,,1,1,1,KSh 130 000
Lavington, Nairobi,5,4,,KSh 220 000
 Lavington, Nairobi,2,2,1,KSh 65 000
Lavington, Nairobi,4,5,3,KSh 150 000
Lavington, Nairobi,4,5,4,KSh 150 000
 Westlands, Nairobi,5,4,4,KSh 200 000
 Kilimani, Nairobi,3,2,2,KSh 85 000
,,3,3,,KSh 250 000
 Lavington, Nairobi,2,2,1,KSh 65 000
Ngong Rd, Nairobi,2,1,,KSh 35 000
Ngong Rd, Nairobi,2,1,,KSh 40 000
 Westlands, Nairobi,2,3,1,KSh 95 000
 Lavington, Nairobi,5,5,2,KSh 200 000
 Lavington, Nairobi,5,5,2,KSh 250 000
 Westlands, Nairobi,2,3,1,KSh 95 000
Lavington, Nairobi,4,4,,KSh 250 000
,,3,3,,KSh 150 000
 Runda, Nairobi,5,5,,KSh 350 000
Lavington, Nairobi,3,1,,KSh 75 000
Westlands, Nairobi,3,1,1,KSh 90 000
 Runda, Nairobi,5,5,2,KSh 280 000
 Kileleshwa, Nairobi,3,3,2,KSh 95 000
,,,,,KSh 250
Kileleshwa, Nairobi,3,2,2,KSh 75 000
 Loresho, Nairobi,4,3,2,KSh 250 000
Kileleshwa, Nairobi,4,3,,KSh 170 000
 Lavington, Nairobi,3,10,"Floor Size:

                            4,500
                        
                        m²",KSh 135 000
Kilimani, Nairobi,5,5,,KSh 280 000
,,3,3,,KSh 220 000
,,3,3,2,KSh 120 000
,,3,3,2,KSh 120 000
 Lavington, Nairobi,4,4,3,KSh 280 000
 Lavington, Nairobi,4,4,2,KSh 100 000
,,1,1,1,KSh 90 000
,,3,3,2,KSh 120 000
 Syokimau, Nairobi,3,4,,KSh 46 000
,,2,2,2,KSh 150 000
,,2,2,2,KSh 130 000
,,4,4,2,KSh 250 000
Westlands, Nairobi,2,1,1,KSh 65 000
Kileleshwa, Nairobi,3,3,2,KSh 180 000
,,2,2,2,KSh 150 000
,,1,1,1,KSh 150 000
,,2,2,2,KSh 190 000
Riverside, Nairobi,3,4,2,KSh 150 000
Lavington, Nairobi,2,2,1,KSh 65 000
 Westlands, Nairobi,4,"Floor Size:

                            200
                        
                        m²",200,KSh 350 000
Lavington, Nairobi,3,4,2,KSh 100 000
,,1,1,2,KSh 65 000
,,3,3,,KSh 110 000
,,4,4,,KSh 250 000
,,2,2,,KSh 160 000
,,3,3,,KSh 200 000
 Kilimani, Nairobi,3,4,,KSh 180 000
 Lavington, Nairobi,3,3,2,KSh 75 000
 Lavington, Nairobi,3,3,2,KSh 75 000
 Kilimani, Nairobi,3,3,,KSh 180 000
 Runda, Nairobi,4,4,2,KSh 350 000
Lower Kabete, Nairobi,5,5,4,KSh 450 000
Lavington, Nairobi,3,3,,KSh 190 000
 Kilimani, Nairobi,4,3,2,KSh 100 000
,,2,2,,KSh 120 000
Lavington, Nairobi,3,3,,KSh 190 000
Parklands, Nairobi,3,3,2,KSh 300 000
Runda, Nairobi,5,6,,KSh 320 000
Kilimani, Nairobi,2,1,,KSh 65 000
,,2,2,,KSh 100 000
 Kileleshwa, Nairobi,3,3,2,KSh 110 000
 Lavington, Nairobi,4,4,2,KSh 250 000
,,5,4,2,KSh 220 000
 Westlands, Nairobi,4,5,2,KSh 150 000
,,1,1,,KSh 6 000 000
 Rosslyn, Nairobi,4,5,2,KSh 330 000
 Kileleshwa, Nairobi,1,1,1,KSh 50 000
 Runda, Nairobi,5,6,2,KSh 450 000
Langata, Nairobi,2,1,,KSh 45 000
Nyari, Nairobi,6,6,,KSh 450 000
 Lavington, Nairobi,3,3,2,KSh 90 000
Westlands, Nairobi,3,3,2,KSh 160 000
,,3,3,,KSh 200 000
 Ngara, Nairobi,3,2,1,KSh 35 000
,,3,3,2,KSh 155 000
 Kileleshwa, Nairobi,2,2,"Floor Size:

                            1,500
                        
                        m²",KSh 68 000
 Kilimani, Nairobi,3,2,2,KSh 100 000
 Westlands, Nairobi,2,2,2,KSh 60 000
Spring Valley, Nairobi,4,5,1,KSh 250 000
 Kileleshwa, Nairobi,3,3,,KSh 85 000
 Westlands, Nairobi,,,,KSh 25 000
 Kileleshwa, Nairobi,1,1,1,KSh 50 000
 Lavington, Nairobi,4,4,2,KSh 87 000
 Kileleshwa, Nairobi,3,4,2,KSh 100 000
 Kilimani, Nairobi,3,2,2,KSh 95 000
 Peponi, Nairobi,3,3,2,KSh 350 000
Kileleshwa, Nairobi,2,2,,KSh 80 000
,,2,2,2,KSh 70 000
Riverside, Nairobi,4,4,,KSh 250 000
 Lavington, Nairobi,5,5,2,KSh 77 000 000
Westlands, Nairobi,5,5,"Floor Size:

                            310
                        
                        m²",KSh 160 000
 Kilimani, Nairobi,1,1,2,KSh 75 000
 Westlands, Nairobi,5,5,3,KSh 150 000
,,1,1,2,KSh 70 000
 Lavington, Nairobi,4,3,2,KSh 130 000
 Kileleshwa, Nairobi,3,3,,KSh 110 000
 Lavington, Nairobi,5,5,2,KSh 350 000
,,5,5,2,KSh 300 000
 Kilimani, Nairobi,3,2,2,KSh 120 000
,,2,2,2,KSh 80 000
 Lavington, Nairobi,4,4,2,KSh 200 000
 Westlands, Nairobi,3,3,,KSh 65 000
,,2,2,2,KSh 55 000
,,3,3,"Floor Size:

                            2,000
                        
                        m²",KSh 200 000
Riverside, Nairobi,4,4,,KSh 250 000
Kilimani, Nairobi,3,3,2,KSh 85 000
 Kilimani, Nairobi,3,2,2,KSh 65 000
 Kilimani, Nairobi,3,2,2,KSh 65 000
Ruaka, Nairobi,1,1,,KSh 33 000
 Lavington, Nairobi,4,4,,KSh 80 000
 Kilimani, Nairobi,3,2,2,KSh 70 000
 Kileleshwa, Nairobi,2,2,2,KSh 65 000
 Lavington, Nairobi,4,4,2,KSh 170 000
,,4,3,3,KSh 120 000
 Parklands, Nairobi,4,5,,KSh 130 000
 Kileleshwa, Nairobi,4,3,2,KSh 110 000
 Peponi, Nairobi,4,4,2,KSh 350 000
 Kilimani, Nairobi,2,2,2,KSh 80 000
,,2,2,1,KSh 200 000
 Lavington, Nairobi,2,2,2,KSh 75 000
 Syokimau, Nairobi,3,3,,KSh 44 000
 Lavington, Nairobi,5,5,,KSh 150 000
,,4,5,4,KSh 110 000
,,3,3,,KSh 200 000
 Loresho, Nairobi,4,4,,KSh 115 000
Riverside, Nairobi,3,3,,KSh 150 000
 Kilimani, Nairobi,3,2,2,KSh 70 000
,,2,2,"Floor Size:

                            90
                        
                        m²",KSh 85 000
 Loresho, Nairobi,4,3,2,KSh 215 000
South C, Nairobi,2,1,2,KSh 28 000
 Kitisuru, Nairobi,4,4,,KSh 420 000
Lavington, Nairobi,3,2,2,KSh 85 000
Kileleshwa, Nairobi,5,6,4,KSh 110 000
Kileleshwa, Nairobi,5,5,3,KSh 110 000
 Kileleshwa, Nairobi,2,3,2,KSh 80 000
 Riverside, Nairobi,3,2,2,KSh 80 000
 Spring Valley, Nairobi,3,3,2,KSh 140 000
 Kileleshwa, Nairobi,2,2,"Floor Size:

                            1,800
                        
                        m²",KSh 70 000
 Lavington, Nairobi,3,3,2,KSh 75 000
Lavington, Nairobi,3,3,,KSh 200 000
 Kileleshwa, Nairobi,3,2,2,KSh 70 000
 Parklands, Nairobi,3,2,,KSh 95 000
 Loresho, Nairobi,2,2,2,KSh 70 000
 Lavington, Nairobi,1,1,1,KSh 38 000
,,5,5,"Erf Size:

                            0.25
                        
                        acres",KSh 400 000
 Lavington, Nairobi,5,5,2,KSh 380 000
Langata, Nairobi,3,1,,KSh 60 000
Langata, Nairobi,2,1,,KSh 45 000
 Lavington, Nairobi,3,3,2,KSh 75 000
Langata, Nairobi,2,1,,KSh 45 000
South B, Nairobi,2,1,,KSh 45 000
Langata, Nairobi,2,1,,KSh 40 000
Langata, Nairobi,2,1,,KSh 25 000
 Garden Estate, Nairobi,2,2,1,KSh 79 000
 Lavington, Nairobi,4,3,2,KSh 300 000
 Lavington, Nairobi,4,4,2,KSh 250 000
 Lavington, Nairobi,4,3,2,KSh 300 000
Kilimani, Nairobi,2,2,,KSh 85 000
 Lavington, Nairobi,5,5,2,KSh 350 000
 Lavington, Nairobi,6,6,2,KSh 220 000
 Spring Valley, Nairobi,2,3,2,KSh 250 000
 Westlands, Nairobi,4,4,2,KSh 220 000
Riverside, Nairobi,3,3,,KSh 180 000
 Kileleshwa, Nairobi,3,2,2,KSh 75 000
Lavington, Nairobi,3,3,,KSh 200 000
Lavington, Nairobi,3,3,"Floor Size:

                            230
                        
                        m²",KSh 120 000
 Kileleshwa, Nairobi,8,8,,KSh 400 000
Runda, Nairobi,5,5,2,KSh 450 000
Westlands, Nairobi,4,3,,KSh 160 000
 Runda, Nairobi,4,4,2,KSh 300 000
 Westlands, Nairobi,5,4,10,KSh 450 000
 Kilimani, Nairobi,2,2,2,KSh 70 000
 Kitisuru, Nairobi,4,3,2,KSh 210 000
 Lavington, Nairobi,3,3,2,KSh 100 000
 Kyuna, Nairobi,3,3,2,KSh 280 000
,,4,3,3,KSh 180 000
Lavington, Nairobi,2,2,2,KSh 75 000
 Kilimani, Nairobi,4,4,2,KSh 180 000
Lower Kabete, Nairobi,5,4,"Erf Size:

                            0.75
                        
                        acres",KSh 450 000
 Kileleshwa, Nairobi,5,5,2,KSh 200 000
 Lavington, Nairobi,5,6,2,KSh 300 000
 Rosslyn, Nairobi,4,4,2,KSh 320 000
 Westlands, Nairobi,4,4,5,KSh 250 000
,,2,2.5,"Floor Size:

                            185
                        
                        m²",KSh 140 000
,,3,3,2,KSh 90 000
 Westlands, Nairobi,,,,KSh 150 000
 Lavington, Nairobi,6,5,2,KSh 250 000
 Kitisuru, Nairobi,4,4,,KSh 300 000
Riverside, Nairobi,3,3,2,KSh 100 000
,,2,2,1,KSh 90 000
 Kilimani, Nairobi,2,2,2,KSh 70 000
,,2,2,1,KSh 90 000
 Spring Valley, Nairobi,5,6,"Floor Size:

                            700
                        
                        m²",KSh 300 000
 Lavington, Nairobi,3,,,KSh 110 000
Kilimani, Nairobi,2,2,,KSh 70 000
Spring Valley, Nairobi,4,4,2,KSh 300 000
 Westlands, Nairobi,3,3,,KSh 160 000
 Lower Kabete, Nairobi,4,4,2,KSh 230 000
 Westlands, Nairobi,4,2,,KSh 300 000
 Lavington, Nairobi,5,5,2,KSh 300 000
 Lavington, Nairobi,5,4,2,KSh 330 000
 Lavington, Nairobi,3,3,2,KSh 100 000
 Kyuna, Nairobi,4,4,3,KSh 250 000
 Lavington, Nairobi,5,5,2,KSh 320 000
 Riverside, Nairobi,2,2,2,KSh 65 000
 Westlands, Nairobi,3,3,,KSh 160 000
,,3,2,2,KSh 120 000
 Lavington, Nairobi,4,3,,KSh 120 000
 Karen, Nairobi,4,4,,KSh 350 000
Lavington, Nairobi,5,6,4,KSh 270 000
Karen, Nairobi,3,2,"Erf Size:

                            0.25
                        
                        ha",KSh 50 000
 Runda, Nairobi,3,3,,KSh 110 000
,,5,5,2,KSh 230 000
Westlands, Nairobi,2,2,1,KSh 85 000
,,1,1,1,KSh 55 000
 Kilimani, Nairobi,5,5,,KSh 280 000
 Thigiri, Nairobi,8,7,,KSh 220 000 000
Westlands, Nairobi,1,1,1,KSh 140 000
 Spring Valley, Nairobi,4,4,2,KSh 300 000
Lavington, Nairobi,5,5,"Floor Size:

                            500
                        
                        m²",KSh 350 000
 Lavington, Nairobi,3,4,2,KSh 90 000
 Lower Kabete, Nairobi,5,5,3,KSh 400 000
,,2,2,,KSh 110 000
 Thigiri, Nairobi,6,20,"Floor Size:

                            6,500
                        
                        m²",KSh 700 000
Lower Kabete, Nairobi,5,5,2,KSh 300 000
Peponi, Nairobi,4,4,2,KSh 260 000
Westlands, Nairobi,2,2,1,KSh 95 000
 Lavington, Nairobi,3,4,2,KSh 90 000
Karen, Nairobi,5,5,,KSh 550 000
 Runda, Nairobi,4,6,,KSh 275 000
