,title,location,bedrooms,bathrooms,price,rate
1395,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1396,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1397,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1398,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1399,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1400,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1401,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1402,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1403,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1404,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1405,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1406,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1407,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1408,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1409,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1410,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1411,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1412,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1413,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1414,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1415,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1416,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1417,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1418,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1419,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1420,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1421,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1422,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1423,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1424,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1425,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1426,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1427,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1428,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1429,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1430,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1431,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1432,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1433,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1434,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1435,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1436,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1437,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1438,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1439,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1440,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1441,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1442,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1443,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1444,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1445,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1446,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1447,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1448,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1449,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1450,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1451,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1452,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1453,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1454,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1455,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1456,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1457,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1458,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1459,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1460,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1461,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1462,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1463,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1464,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1465,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1466,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1467,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1468,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1469,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1470,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1471,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1472,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1473,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1474,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1475,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1476,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1477,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1478,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1479,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1480,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1481,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1482,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1483,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1484,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1485,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1486,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1487,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1488,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1489,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1490,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1491,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1492,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1493,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1494,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1495,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1496,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1497,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1498,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1499,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1500,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1501,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1502,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1503,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1504,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1505,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1506,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1507,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1508,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1509,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1510,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1511,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1512,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1513,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1514,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1515,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1516,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1517,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1518,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1519,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1520,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1521,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1522,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1523,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1524,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1525,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1526,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1527,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1528,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1529,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1530,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1531,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1532,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1533,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1534,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1535,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1536,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1537,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1538,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1539,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1540,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1541,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1542,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1543,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1544,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1545,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1546,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1547,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1548,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1549,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1550,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1551,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1552,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1553,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1554,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1555,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1556,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1557,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1558,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1559,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1560,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1561,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1562,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1563,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1564,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1565,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1566,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1567,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1568,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1569,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1570,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1571,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1572,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1573,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1574,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1575,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1576,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1577,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1578,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
1579,1 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",1,1, 110 000,Per Month
1580,4 Bedroom Apartment / Flat to rent in Kahawa Wendani,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2, 57 750,Per Month
1581,2 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",2,3, 65 000,Per Month
1582,3 Bedroom Apartment / Flat to rent in Westlands,,3,3, 78 000,Per Month
1583,4 Bedroom Apartment / Flat to rent in Muthaiga,"Muthaiga, Nairobi",4,5, 300 000,Per Month
1584,1 Bedroom Apartment / Flat to rent in Nyali,"Nyali, Mombasa",1,1, 5 000,Per Day
1585,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1586,3 Bedroom Apartment / Flat to rent in Kikuyu,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3, 55 000,Per Month
1587,1 Bedroom Apartment / Flat to rent in Shanzu,"Shanzu, Mombasa",1,1, 55 000,Per Month
1588,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands downtown, Westlands, Nairobi",2,2, 75 000,Per Month
1589,2 Bedroom Apartment / Flat to rent in Hurlingham,,2,2, 75 000,Per Month
1590,2 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2, 55 000,Per Month
1591,3 Bedroom Apartment / Flat to rent in Kilimani,"Kilimani, Nairobi",3,3, 75 000,Per Month
1592,3 Bedroom Apartment / Flat to rent in Nyali,,3,2, 45 000,Per Month
1593,4 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",4,2, 165 000,Per Month
1594,2 Bedroom Apartment / Flat to rent in Spring Valley,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3, 65 000,Per Month
1595,2 Bedroom Apartment / Flat to rent in Westlands,"Westlands, Nairobi",2,2, 100 000,Per Month
1596,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Vihiga road, Kileleshwa, Nairobi",3,3, 100 000,Per Month
1597,3 Bedroom Apartment / Flat to rent in Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",3,3, 200 000,Per Month
1598,3 Bedroom Apartment / Flat to rent in Kileleshwa,"Kileleshwa, Nairobi",3,4, 70 000,Per Month
1599,3 Bedroom Apartment / Flat to rent in Nyali,"Links Rd Mombasa, Nyali, Mombasa",3,2, 38 000,Per Month
