Price,Bedrooms,Bathrooms,City,Location
80000,2,,Nairobi, Kilimani
80000,3,3,Nairobi, Lavington
80000,3,2,Nairobi,Westlands Area
80000,4,3,Nairobi,Ruaka
80000,3,2,Nairobi,Lavington
80000,3,2,Nairobi, Kilimani
80000,2,2,Nairobi, Kilimani
80000,2,2,Nairobi, Kilimani
80000,2,2,Nairobi, Kileleshwa
80000,3,2,Nairobi, Lavington
80000,3,2,Nairobi, Lavington
80000,2,2,Nairobi, Kilimani
80000,2,2,Nairobi, Kilimani
80000,2,2,Nairobi, Kilimani
80000,3,3,Nairobi, Rhapta Road
80000,2,2,Nairobi, Kilimani
80000,3,4,Nairobi,Kilimani
80000,3,4,Nairobi, Kilimani
80000,2,,Nairobi,Ngong Road
80000,3,2,Nairobi,Kilimani
80000,3,3,Nairobi,Lavington
80000,2,3,Nairobi, Kilimani
80000,4,,Nairobi,Kilimani
80000,2,2,Nairobi,Rhapta Road
80000,2,,Nairobi,Lavington
80000,2,,Nairobi,Kilimani
80000,3,2,Nairobi,Rhapta Road
80000,3,3,Nairobi,Kilimani
80000,3,3,Nairobi, Kilimani
83000,3,4,Nairobi, Kileleshwa
85000,2,2,Nairobi, Rhapta Road
85000,3,2,Nairobi,Lavington
85000,2,2,Nairobi,Kilimani
85000,1,1,Nairobi,Kileleshwa
85000,1,1,Nairobi,Kileleshwa
85000,1,1,Nairobi,Riverside
85000,3,3,Nairobi,Kilimani
85000,1,1,Nairobi,Kilimani
85000,3,2,Nairobi,Lavington
85000,2,2,Nairobi, Waiyaki Way
85000,3,3,Nairobi, Riara Road
85000,3,4,Nairobi, Kileleshwa
85000,2,1,Nairobi,Westlands Area
85000,2,2,Nairobi, Kilimani
85000,2,2,Nairobi, Lavington
85000,2,2,Nairobi, Kileleshwa
85000,3,2,Nairobi,Kilimani
85000,2,2,Nairobi, Lavington
85000,3,2,Nairobi, Lavington
85000,4,4,Nairobi,Westlands Area
85000,2,2,Nairobi, Kileleshwa
85000,3,3,Nairobi,Kilimani
85000,3,4,Nairobi, Kileleshwa
85000,2,2,Nairobi, Kilimani
85000,2,2,Nairobi, Lavington
85000,3,2,Nairobi,Kilimani
85000,4,,Nairobi,Thika Road
85000,3,3,Nairobi,Kilimani
85000,2,3,Nairobi, Kilimani
85000,2,2,Nairobi,Riverside
85000,2,3,Nairobi, Kilimani
85000,3,4,Nairobi,Lavington
85000,3,3,Nairobi,Kilimani
85000,3,,Nairobi, Parklands
85000,3,3,Nairobi, Kilimani
85000,3,2,Nairobi, Kilimani
85000,3,3,Nairobi, Kilimani
85000,2,2,Nairobi,Brookside
85000,3,2,Nairobi, Kilimani
85000,3,4,Nairobi, Brookside
85000,2,2,Nairobi, Riverside
85000,4,4,Nairobi, Riara Road
85000,3,3,Nairobi,Westlands Area
85000,3,2,Nairobi,Kilimani
85000,3,3,Nairobi, Kilimani
85000,3,,Nairobi, Kilimani
85000,3,4,Nairobi, Kileleshwa
85000,1,,Nairobi,Kileleshwa
85000,3,3,Nairobi,Brookside
85000,3,5,Nairobi, Kilimani
85000,2,2,Nairobi, Lavington
85000,3,3,Nairobi, Kileleshwa
85000,3,3,Nairobi, Rhapta Road
85000,3,3,Nairobi,Muthaiga Area
85000,3,3,Nairobi,Kilimani
85000,3,4,Nairobi, Lavington
85000,2,2,Nairobi, Kileleshwa
85000,3,2,Nairobi, Rhapta Road
85000,1,2,Nairobi, Riverside
85000,2,3,Nairobi,Kilimani
85000,2,2,Nairobi,Lavington
85000,2,3,Nairobi,Kilimani
85000,2,2,Nairobi, Kileleshwa
85000,4,4,Nairobi, Thika Road
85000,1,1,Nairobi, Westlands Area
85000,3,2,Nairobi, Kilimani
85000,3,2,Nairobi, Kilimani
85000,3,4,Nairobi, Lavington
85000,2,2,Nairobi, Kilimani
85000,2,3,Nairobi, Rhapta Road
85000,3,3,Nairobi, Kilimani
85000,3,,Nairobi,Kilimani
85000,2,2,Nairobi, Kiambu Road
85000,2,2,Nairobi, Kilimani
85000,3,3,Nairobi, Kileleshwa
85000,3,3,Nairobi,Rhapta Road
86000,3,2,Nairobi,Kileleshwa
86000,3,3,Nairobi,Kileleshwa
87000,3,,Nairobi,Parklands
87000,2,2,Nairobi,Westlands Area
88000,3,4,Nairobi, Nyali Area
88000,3,4,Nairobi, Nyali Area
88000,3,3,Nairobi, Valley Arcade
88000,3,4,Nairobi, Nyali Area
89000,3,1,Nairobi,Westlands Area
89996,2,1,Nairobi, Westlands Area
90000,1,1,Nairobi, Kilimani
90000,1,,Nairobi, Kileleshwa
90000,1,1,Nairobi, Kilimani
90000,3,3,Nairobi, Westlands Area
90000,3,3,Nairobi, Brookside
90000,3,4,Nairobi,Kilimani
90000,3,4,Nairobi,Kilimani
90000,3,4,Nairobi,Kilimani
90000,2,2,Nairobi, Westlands Area
90000,3,3,Nairobi, Rhapta Road
90000,2,3,Nairobi,Kilimani
90000,3,2,Nairobi,Lavington
90000,2,,Nairobi,Kyuna
90000,3,,Nairobi,Lavington
90000,3,,Nairobi,Kilimani
90000,2,2,Nairobi,Brookside
90000,3,3,Nairobi, Kilimani
90000,2,2,Nairobi, Kilimani
90000,2,2,Nairobi, Kilimani
90000,3,3,Nairobi, Rhapta Road
90000,2,2,Nairobi, Brookside
90000,2,3,Nairobi, Kileleshwa
90000,2,2,Nairobi, Nyali Area
90000,3,,Nairobi,Kileleshwa
90000,3,,Nairobi,Lavington
90000,3,3,Nairobi,Parklands
90000,3,,Nairobi,Kilimani
90000,2,2,Nairobi,Waiyaki Way
90000,2,,Nairobi,Kiambu Road
90000,4,4,Nairobi, Westlands Area
90000,1,,Nairobi,Thigiri
90000,2,2,Nairobi,Waiyaki Way
90000,3,,Nairobi,Westlands Area
90000,3,4,Nairobi, Kilimani
90000,3,4,Nairobi, Lavington
90000,2,2,Nairobi,Kilimani
90000,3,2,Nairobi, Lavington
90000,3,2,Nairobi,Riverside
90000,1,,Nairobi,Thigiri
90000,3,3,Nairobi,Kilimani
90000,3,2,Nairobi,Ruaka
90000,3,3,Nairobi,Riverside
90000,3,3,Nairobi,Riverside
90000,3,,Nairobi,Lavington
90000,3,2,Nairobi,Riverside
90000,3,2,Nairobi, Waiyaki Way
90000,2,2,Nairobi, Kilimani
90000,3,3,Nairobi, Rhapta Road
90000,1,1,Nairobi,Kileleshwa
90000,2,3,Nairobi,Lavington
90000,3,3,Nairobi,Milimani
90000,3,2,Nairobi, Kilimani
90000,3,2,Nairobi, Lavington
90000,2,3,Nairobi, Riverside
90000,1,,Nairobi, Runda
90000,3,4,Nairobi, Kilimani
90000,3,3,Nairobi,Kilimani
90000,3,2,Nairobi,Lavington
90000,2,2,Nairobi, Lavington
90000,3,3,Nairobi, Kilimani
90000,3,3,Nairobi, Westlands Area
90000,3,2,Nairobi,Kilimani
90000,3,3,Nairobi,Upper Hill
90000,3,,Nairobi,Kileleshwa
90000,3,3,Nairobi, Lavington
90000,3,3,Nairobi,Kilimani
90000,3,4,Nairobi,Ngong Road
90000,3,2,Nairobi,Kilimani
90000,3,2,Nairobi, Kilimani
90000,3,2,Nairobi, Kilimani
90000,2,2,Nairobi,Rhapta Road
90000,3,3,Nairobi,Ngong Road
90000,1,,Nairobi, Riverside
90000,1,2,Nairobi, Riverside
90000,1,2,Nairobi,Riverside
90000,2,3,Nairobi, Nyali Area
90000,3,2,Nairobi,Westlands Area
90000,2,3,Nairobi,Kilimani
90000,3,3,Nairobi,Westlands Area
90000,3,3,Nairobi,Lavington
90000,3,,Nairobi, Lavington
90000,3,5,Nairobi, Kilimani
90000,3,3,Nairobi, Kileleshwa
90000,3,3,Nairobi,Kileleshwa
90000,2,2,Nairobi, Kilimani
90000,2,3,Nairobi, Kileleshwa
90000,2,2,Nairobi, Kilimani
90000,3,,Nairobi,Kilimani
90000,2,,Nairobi,Kileleshwa
90000,3,3,Nairobi, Kilimani
90000,3,3,Nairobi, State House
90000,3,3,Nairobi, Hurlingham
90000,3,3,Nairobi, Kilimani
90000,3,2,Nairobi, Parklands
90000,1,1,Nairobi,Westlands Area
90000,4,5,Nairobi,Lavington
90000,2,2,Nairobi,Kilimani
90000,1,,Nairobi,Lavington
90000,1,1,Nairobi, Riverside
90000,2,2,Nairobi,State House
90000,3,,Nairobi, Brookside
90000,3,3,Nairobi,Riara Road
90000,3,3,Nairobi,Rhapta Road
90000,3,4,Nairobi, Lavington
90000,4,5,Nairobi, Lavington
90000,3,3,Nairobi,Kileleshwa
90000,4,4,Nairobi, Riara Road
90000,2,2,Nairobi,Kileleshwa
95000,3,3,Nairobi, Westlands Area
95000,2,2,Nairobi,Westlands Area
95000,3,3,Nairobi,Kilimani
95000,1,1,Nairobi, Riverside
95000,2,2,Nairobi, Kilimani
95000,4,4,Nairobi,Kilimani
95000,2,,Nairobi,Rhapta Road
95000,2,,Nairobi,Kilimani
95000,3,,Nairobi,Lavington
95000,3,,Nairobi,Valley Arcade
95000,3,2,Nairobi, Kilimani
95000,3,3,Nairobi, Kilimani
95000,3,3,Nairobi, Kilimani
95000,2,2,Nairobi, Rhapta Road
95000,2,2,Nairobi, Rhapta Road
95000,2,2,Nairobi,Kileleshwa
95000,2,2,Nairobi,Westlands Area
95000,3,2,Nairobi, Lavington
95000,2,2,Nairobi, Kileleshwa
95000,2,,Nairobi, Westlands Area
95000,2,2,Nairobi,Riara Road
95000,1,1,Nairobi, Rhapta Road
95000,1,1,Nairobi, Riverside
95000,3,4,Nairobi, Kileleshwa
95000,3,2,Nairobi,Kilimani
95000,3,2,Nairobi, Kilimani
95000,3,2,Nairobi, Kilimani
95000,1,1,Nairobi, Kiambu Road
95000,3,3,Nairobi, Kileleshwa
95000,1,1,Nairobi,Westlands Area
95000,3,,Nairobi,Kileleshwa
95000,3,2,Nairobi, Westlands Area
95000,2,2,Nairobi, Lavington
95000,2,2,Nairobi,Riara Road
95000,3,2,Nairobi,Waiyaki Way
95000,3,3,Nairobi,Lavington
95000,3,4,Nairobi, Kileleshwa
95000,3,,Nairobi,Kileleshwa
95000,1,1,Nairobi, Rhapta Road
95000,2,2,Nairobi, Westlands Area
95000,4,,Nairobi,Waiyaki Way
95000,3,3,Nairobi,Kilimani
95000,3,3,Nairobi, Kilimani
95000,3,3,Nairobi, Kilimani
95000,4,5,Nairobi,Kilimani
95000,3,3,Nairobi, Lavington
95000,3,4,Nairobi,Valley Arcade
95000,3,,Nairobi,Kileleshwa
95000,3,,Nairobi,Kileleshwa
95000,2,2,Nairobi, Mombasa Road
95000,3,3,Nairobi,Lavington
96000,4,2,Nairobi, Lavington
98000,3,3,Nairobi, Kilimani
98000,3,3,Nairobi, Kilimani
98000,4,4,Nairobi, Rhapta Road
98000,3,4,Nairobi,Kilimani
98000,3,3,Nairobi, Kilimani
98000,3,3,Nairobi, Kilimani
100000,3,2,Nairobi, Lavington
100000,3,4,Nairobi,Kilimani
100000,2,2,Nairobi,Kilimani
100000,3,,Nairobi,Lavington
100000,3,4,Nairobi,Kileleshwa
100000,3,4,Nairobi,Kileleshwa
100000,3,3,Nairobi,Riverside
100000,3,3,Nairobi, Kilimani
100000,1,1,Nairobi, Kilimani
100000,1,1,Nairobi, Kilimani
100000,5,6,Nairobi, Lavington
100000,2,2,Nairobi,Kilimani
100000,3,4,Nairobi, Dennis Pritt
100000,3,4,Nairobi,Valley Arcade
100000,3,4,Nairobi, Lavington
100000,1,1,Nairobi, Westlands Area
100000,3,4,Nairobi, Nyali Area
100000,4,,Nairobi, Rhapta Road
100000,3,2,Nairobi, Kilimani
100000,3,3,Nairobi, Kilimani
100000,3,3,Nairobi,Rhapta Road
100000,4,3,Nairobi,Parklands
100000,3,2,Nairobi,Waiyaki Way
100000,3,4,Nairobi, Lavington
100000,3,5,Nairobi,Lavington
100000,3,4,Nairobi,Valley Arcade
100000,3,4,Nairobi, Lavington
100000,1,1,Nairobi, Westlands Area
100000,4,,Nairobi, Rhapta Road
100000,3,3,Nairobi,Waiyaki Way
100000,2,2,Nairobi,Rhapta Road
100000,3,,Nairobi,Westlands Area
100000,3,,Nairobi,Parklands
100000,3,4,Nairobi,Rhapta Road
100000,3,3,Nairobi, Lavington
100000,2,2,Nairobi,Karen
100000,3,2,Nairobi, Lavington
100000,3,3,Nairobi, Kileleshwa
100000,3,3,Nairobi, Kilimani
100000,2,3,Nairobi,Milimani
100000,3,,Nairobi,Parklands
100000,3,3,Nairobi,Lavington
100000,3,3,Nairobi, Parklands
100000,3,2,Nairobi,Parklands
100000,4,3,Nairobi,Riara Road
100000,4,,Nairobi,Kilimani
100000,3,2,Nairobi, Milimani
100000,2,3,Nairobi, Kilimani
100000,1,1,Nairobi, Kilimani
100000,3,4,Nairobi,Lavington
100000,4,3,Nairobi,Westlands Area
100000,3,2,Nairobi,Westlands Area
100000,2,,Nairobi,Kileleshwa
100000,2,1,Nairobi,Westlands Area
100000,4,4,Nairobi,Lavington
100000,3,3,Nairobi, Kilimani
100000,3,2,Nairobi, Riverside
100000,3,2,Nairobi, Kilimani
100000,4,4,Nairobi, Kilimani
100000,3,3,Nairobi, Lavington
100000,3,3,Nairobi, Kilimani
100000,3,3,Nairobi, Kilimani
100000,3,,Nairobi,Westlands Area
100000,2,2,Nairobi,Runda
100000,3,,Nairobi, Lavington
100000,2,2,Nairobi, Nyali Area
100000,2,3,Nairobi, Kileleshwa
100000,3,2,Nairobi, Parklands
100000,2,3,Nairobi, Kileleshwa
100000,3,3,Nairobi,Westlands Area
100000,2,,Nairobi,Westlands Area
100000,2,2,Nairobi,Waiyaki Way
100000,2,2,Nairobi,Runda
100000,1,1,Nairobi, Kilimani
100000,3,3,Nairobi,Westlands Area
100000,2,2,Nairobi, Westlands Area
100000,3,2,Nairobi,Kilimani
100000,3,4,Nairobi,Kilimani
100000,3,3,Nairobi, Rhapta Road
100000,3,,Nairobi,Riverside
100000,2,3,Nairobi, Kileleshwa
100000,3,2,Nairobi, Parklands
100000,1,2,Nairobi, Westlands Area
100000,2,1,Nairobi, General Mathenge
100000,4,4,Nairobi,Riverside
100000,3,,Nairobi,Brookside
100000,2,,Nairobi,Westlands Area
100000,2,,Nairobi,Kileleshwa
100000,3,3,Nairobi,Brookside
100000,3,3,Nairobi,Kileleshwa
100000,3,3,Nairobi,Brookside
100000,3,3,Nairobi,Shanzu
100000,4,4,Nairobi,Parklands
100000,2,,Nairobi,Westlands Area
100000,2,,Nairobi,Thika Road
100000,3,2,Nairobi, Kilimani
100000,3,3,Nairobi,Kilimani
100000,1,1,Nairobi, Lavington
100000,2,2,Nairobi, Kilimani
100000,1,1,Nairobi, Lavington
100000,3,3,Nairobi, Kilimani
100000,2,2,Nairobi, Kileleshwa
100000,3,3,Nairobi, General Mathenge
100000,3,3,Nairobi, Kilimani
100000,3,3,Nairobi, Rhapta Road
100000,2,2,Nairobi, Brookside
100000,3,2,Nairobi,Kilimani
100000,3,,Nairobi,Parklands
100000,3,4,Nairobi, Nyali Area
100000,1,2,Nairobi,Thigiri
100000,1,1,Nairobi,Kilimani
100000,3,4,Nairobi, Lavington
100000,4,4,Nairobi, Nyali Area
100000,3,3,Nairobi, General Mathenge
100000,3,3,Nairobi, Kileleshwa
100000,3,2,Nairobi,General Mathenge
100000,3,4,Nairobi, Kileleshwa
100000,2,,Nairobi,Westlands Area
100000,1,,Nairobi,Nyari
100000,1,1,Nairobi,Kileleshwa
100000,2,,Nairobi,Kileleshwa
100000,2,,Nairobi,Kileleshwa
100000,3,,Nairobi,Kilimani
100000,1,1,Nairobi,Nyari
100000,2,2,Nairobi, Kileleshwa
100000,3,3,Nairobi,Kileleshwa
100000,4,4,Nairobi, Riara Road
100000,3,2,Nairobi,Lavington
100000,4,4,Nairobi, Lavington
100000,3,3,Nairobi,Parklands
100000,1,,Nairobi,Nyari
100000,3,4,Nairobi, Kilimani
102000,3,2,Nairobi, Kilimani
105000,1,2,Nairobi, Kilimani
105000,2,2,Nairobi,Kileleshwa
105000,1,1,Nairobi, Rhapta Road
110000,2,2,Nairobi,Brookside
110000,3,,Nairobi,Kilimani
110000,3,4,Nairobi,Rhapta Road
110000,3,3,Nairobi,Kilimani
110000,1,2,Nairobi, Riverside
110000,3,2,Nairobi,Kilimani
110000,1,1,Nairobi, Kilimani
110000,3,3,Nairobi, Kilimani
110000,3,3,Nairobi, Kileleshwa
110000,3,4,Nairobi, Rhapta Road
110000,3,2,Nairobi, Lavington
110000,3,3,Nairobi, Kilimani
110000,3,3,Nairobi, Kileleshwa
110000,3,4,Nairobi, Kilimani
110000,3,,Nairobi,Muthaiga Area
110000,4,3,Nairobi,Kahawa West
110000,2,2,Nairobi,General Mathenge
110000,3,3,Nairobi,Parklands
110000,3,3,Nairobi, Riverside
110000,3,4,Nairobi,Lavington
110000,3,3,Nairobi, Riverside
110000,3,4,Nairobi,Kilimani
110000,4,,Nairobi,Westlands Area
110000,1,1,Nairobi, Kilimani
110000,3,3,Nairobi, Westlands Area
110000,2,2,Nairobi, Lavington
110000,1,1,Nairobi, Westlands Area
110000,3,3,Nairobi, Riara Road
110000,2,2,Nairobi, Kileleshwa
110000,3,3,Nairobi, Kilimani
110000,4,3,Nairobi, Riverside
110000,3,3,Nairobi, Riverside
110000,1,1,Nairobi,Lavington
110000,1,2,Nairobi,Westlands Area
110000,6,6,Nairobi,Ngong Road
110000,3,,Nairobi, Runda
110000,3,3,Nairobi, Karen
110000,3,4,Nairobi, Kilimani
110000,4,3,Nairobi, Kilimani
110000,3,4,Nairobi, Kilimani
110000,2,2,Nairobi, Waiyaki Way
110000,1,1,Nairobi,Rhapta Road
110000,3,4,Nairobi, Riverside
110000,3,3,Nairobi, Kileleshwa
110000,3,3,Nairobi,Riverside
110000,2,2,Nairobi, General Mathenge
110000,3,4,Nairobi,Lavington
110000,3,4,Nairobi,Riverside
110000,3,4,Nairobi,Westlands Area
110000,3,,Nairobi,Parklands
110000,3,3,Nairobi, Westlands Area
110000,3,,Nairobi,Kilimani
110000,4,,Nairobi,Lavington
110000,3,3,Nairobi, Kilimani
110000,2,2,Nairobi,Kilimani
110000,4,3,Nairobi, Kileleshwa
110000,3,3,Nairobi, Kilimani
110000,3,4,Nairobi, Kilimani
110000,4,3,Nairobi,Brookside
110000,3,2,Nairobi,Kilimani
110000,1,,Nairobi,Westlands Area
110000,3,2,Nairobi,Riverside
110000,3,2,Nairobi,Lavington
110000,1,2,Nairobi,Westlands Area
110000,3,2,Nairobi, Nyali Area
110000,3,3,Nairobi,Kileleshwa
110000,2,2,Nairobi,Kilimani
110000,3,5,Nairobi, Kilimani
110000,4,4,Nairobi, Parklands
110000,3,2,Nairobi, Brookside
110000,1,1,Nairobi, Kilimani
110000,1,1,Nairobi,Westlands Area
110000,2,3,Nairobi, Westlands Area
110000,2,3,Nairobi, Westlands Area
110000,1,1,Nairobi, Westlands Area
110000,3,4,Nairobi,Rhapta Road
110000,3,2,Nairobi,Lavington
110000,2,2,Nairobi,Kilimani
110000,3,4,Nairobi,Rhapta Road
110000,3,2,Nairobi,Lavington
112000,3,3,Nairobi,Kileleshwa
112500,3,3,Nairobi, Parklands
115000,3,3,Nairobi, Westlands Area
115000,3,3,Nairobi, Riara Road
115000,3,2,Nairobi,Parklands
115000,3,3,Nairobi, Rhapta Road
115000,3,2,Nairobi,Westlands Area
115000,2,,Nairobi,Waiyaki Way
115000,4,,Nairobi,Parklands
115000,3,4,Nairobi,Kilimani
115000,3,,Nairobi,Riverside
115000,1,,Nairobi, Kilimani
115000,3,3,Nairobi,Westlands Area
115000,3,4,Nairobi,Kilimani
115000,3,2,Nairobi, Kilimani
115000,2,2,Nairobi,Kilimani
115000,3,3,Nairobi, Westlands Area
115000,3,3,Nairobi, Westlands Area
115000,3,3,Nairobi,Westlands Area
115000,3,4,Nairobi,Kileleshwa
115000,3,3,Nairobi,Kilimani
115000,3,,Nairobi,Kilimani
115000,4,5,Nairobi,Lavington
115000,3,3,Nairobi, Rhapta Road
115000,3,3,Nairobi, Riverside
115000,3,3,Nairobi, Rhapta Road
115000,1,1,Nairobi, Kileleshwa
115000,3,4,Nairobi, Kilimani
118000,3,3,Nairobi,Lavington
120000,3,2,Nairobi, Riverside
120000,3,2,Nairobi, Rhapta Road
120000,2,2,Nairobi, Lavington
120000,3,3,Nairobi, Rhapta Road
120000,3,3,Nairobi,Riara Road
120000,3,,Nairobi,Lavington
120000,4,4,Nairobi, Rhapta Road
120000,1,1,Nairobi,Hurlingham
120000,3,2,Nairobi, Kilimani
120000,4,3,Nairobi, Kilimani
120000,3,3,Nairobi,General Mathenge
120000,2,3,Nairobi, Kileleshwa
120000,3,5,Nairobi,Lavington
120000,3,3,Nairobi,Riverside
120000,3,,Nairobi, Riverside
120000,2,,Nairobi, Riara Road
120000,3,3,Nairobi, Mombasa CBD
120000,3,3,Nairobi,Riverside
120000,4,4,Nairobi,General Mathenge
120000,4,,Nairobi, Waiyaki Way
120000,3,4,Nairobi,Kilimani
120000,3,4,Nairobi,Kileleshwa
120000,3,3,Nairobi,Westlands Area
120000,3,3,Nairobi, Westlands Area
120000,3,3,Nairobi, Rhapta Road
120000,3,4,Nairobi,Waiyaki Way
120000,3,3,Nairobi, Westlands Area
120000,3,4,Nairobi, Kilimani
120000,2,,Nairobi,Kileleshwa
120000,4,2,Nairobi,Brookside
120000,1,2,Nairobi,Westlands Area
120000,3,3,Nairobi,Riverside
120000,3,3,Nairobi,Lavington
120000,3,3,Nairobi, Westlands Area
120000,3,3,Nairobi, Parklands
120000,3,3,Nairobi,Kilimani
120000,1,1,Nairobi, Kilimani
120000,1,1,Nairobi, Kileleshwa
120000,3,3,Nairobi, Lavington
120000,4,2,Nairobi, Kilimani
120000,3,2,Nairobi, Kilimani
120000,2,2,Nairobi,Kilimani
120000,3,2,Nairobi,Westlands Area
120000,3,2,Nairobi,Riverside
120000,3,2,Nairobi,Riverside
120000,3,3,Nairobi, Kilimani
120000,3,,Nairobi,Kileleshwa
120000,4,4,Nairobi,Parklands
120000,4,3,Nairobi,Kilimani
120000,1,1,Nairobi, Westlands Area
120000,3,,Nairobi, Parklands
120000,3,3,Nairobi,Lavington
120000,2,,Nairobi,Riverside
120000,3,3,Nairobi,Thome
120000,3,3,Nairobi,Rhapta Road
120000,3,4,Nairobi, Nyali Area
120000,3,2,Nairobi,Kileleshwa
120000,3,3,Nairobi, Westlands Area
120000,3,3,Nairobi, Westlands Area
120000,1,1,Nairobi, Westlands Area
120000,4,3,Nairobi,Kilimani
120000,3,,Nairobi, Parklands
120000,2,,Nairobi,State House
120000,3,,Nairobi, Riara Road
120000,3,4,Nairobi, Westlands Area
120000,3,4,Nairobi,Rhapta Road
120000,3,4,Nairobi, Kileleshwa
120000,1,,Nairobi,Kilimani
120000,3,,Nairobi,Kilimani
120000,3,3,Nairobi, Kilimani
120000,3,3,Nairobi,Kileleshwa
120000,3,4,Nairobi,Lavington
120000,3,3,Nairobi,Westlands Area
120000,1,1,Nairobi, General Mathenge
120000,4,5,Nairobi, Westlands Area
120000,2,2,Nairobi,General Mathenge
120000,3,3,Nairobi, Kilimani
120000,3,3,Nairobi, Kilimani
120000,2,2,Nairobi, Waiyaki Way
120000,2,2,Nairobi, Kileleshwa
120000,3,4,Nairobi,Kileleshwa
120000,4,4,Nairobi, Kileleshwa
120000,3,4,Nairobi,Kilimani
120000,3,3,Nairobi, Lavington
120000,1,1,Nairobi, Westlands Area
120000,3,2,Nairobi,Westlands Area
120000,2,3,Nairobi,Lavington
120000,4,3,Nairobi, Parklands
120000,3,4,Nairobi, Nyali Area
120000,3,2,Nairobi, Lavington
120000,3,3,Nairobi, Lavington
120000,3,4,Nairobi, Kileleshwa
120000,2,,Nairobi,Kilimani
120000,3,3,Nairobi, Lavington
120000,3,2,Nairobi, Kilimani
120000,3,3,Nairobi, Lavington
120000,3,,Nairobi, Kilimani
120000,2,2,Nairobi, Lavington
120000,2,2,Nairobi,Westlands Area
120000,2,2,Nairobi,Westlands Area
120000,2,2,Nairobi,Westlands Area
120000,1,1,Nairobi,Westlands Area
120000,3,3,Nairobi,Parklands
120000,2,,Nairobi,Kileleshwa
120000,3,,Nairobi,Kileleshwa
120000,3,,Nairobi, Westlands Area
120000,3,3,Nairobi, Nyali Area
120000,4,,Nairobi,Kilimani
120000,3,4,Nairobi,Kilimani
120000,3,,Nairobi, Riverside
120000,3,4,Nairobi,Riverside
120000,1,,Nairobi,Kilimani
120000,4,,Nairobi,Westlands Area
120000,4,4,Nairobi,Riverside
120000,2,2,Nairobi, Kilimani
120000,2,2,Nairobi,Karen
120000,2,2,Nairobi,Westlands Area
122000,3,4,Nairobi,General Mathenge
123000,3,,Nairobi,Rhapta Road
125000,3,,Nairobi,General Mathenge
125000,3,3,Nairobi, Riverside
125000,3,4,Nairobi, Kilimani
125000,3,4,Nairobi,Parklands
125000,2,,Nairobi,Kilimani
125000,3,4,Nairobi,Kileleshwa
125000,3,3,Nairobi, Kilimani
125000,3,3,Nairobi, Riverside
125000,2,2,Nairobi,Kilimani
125000,2,2,Nairobi,Kilimani
125000,3,4,Nairobi, Kilimani
125000,2,3,Nairobi, Kileleshwa
125000,2,2,Nairobi,Westlands Area
125000,4,5,Nairobi,Rhapta Road
125000,3,4,Nairobi,Lavington
125000,3,4,Nairobi, Kilimani
125000,3,4,Nairobi,Rhapta Road
125000,3,4,Nairobi,Kilimani
125000,3,2,Nairobi,Westlands Area
125000,3,4,Nairobi,Lavington
125000,3,4,Nairobi,Riverside
128000,3,3,Nairobi,Westlands Area
130000,4,4,Nairobi, Riverside
130000,3,3,Nairobi, Kileleshwa
130000,3,2,Nairobi, Kileleshwa
130000,3,3,Nairobi,Westlands Area
130000,3,3,Nairobi,Westlands Area
130000,2,2,Nairobi, Lower Kabete
130000,2,2,Nairobi, Kileleshwa
130000,2,2,Nairobi, Kileleshwa
130000,2,2,Nairobi, Karen
130000,3,2,Nairobi, Westlands Area
130000,3,3,Nairobi, Kilimani
130000,3,4,Nairobi, Kileleshwa
130000,3,3,Nairobi, Riverside
130000,2,2,Nairobi,Lavington
130000,3,3,Nairobi,Brookside
130000,3,3,Nairobi,Westlands Area
130000,3,3,Nairobi,General Mathenge
130000,2,2,Nairobi, Westlands Area
130000,3,4,Nairobi,Kilimani
130000,2,3,Nairobi, Kilimani
130000,4,3,Nairobi, Westlands Area
130000,3,4,Nairobi,Westlands Area
130000,2,2,Nairobi, Kileleshwa
130000,4,3,Nairobi, Westlands Area
130000,2,,Nairobi,Ngong Road
130000,4,5,Nairobi,Kileleshwa
130000,3,4,Nairobi,Kilimani
130000,3,3,Nairobi, Brookside
130000,3,2,Nairobi, Westlands Area
130000,4,4,Nairobi, Kileleshwa
130000,2,2,Nairobi, Riverside
130000,2,2,Nairobi,Karen
130000,3,3,Nairobi,Riverside
130000,3,3,Nairobi, Kileleshwa
130000,2,2,Nairobi, Kilimani
130000,4,5,Nairobi, Lavington
130000,3,4,Nairobi, Brookside
130000,1,1,Nairobi,Parklands
130000,3,4,Nairobi,Riverside
130000,3,3,Nairobi,Kilimani
130000,3,2,Nairobi, Riverside
130000,3,3,Nairobi, Riverside
130000,3,,Nairobi,Kileleshwa
130000,3,3,Nairobi,Westlands Area
130000,3,3,Nairobi,Westlands Area
130000,3,3,Nairobi, Westlands Area
130000,3,3,Nairobi, Riverside
130000,3,3,Nairobi, Lavington
130000,3,3,Nairobi,Lavington
130000,3,4,Nairobi,Riverside
130000,3,4,Nairobi,Kileleshwa
130000,3,4,Nairobi,Riverside
130000,4,,Nairobi,Westlands Area
130000,1,2,Nairobi, Kileleshwa
130000,3,4,Nairobi, Riverside
130000,2,2,Nairobi,Runda
130000,4,,Nairobi,Westlands Area
130000,4,,Nairobi,Riverside
130000,3,3,Nairobi,Riverside
130000,2,2,Nairobi,Lavington
